region_id,month,treated,post,did,visits_per_1000,oracle_time_shock
53,1,1,0,0,55.535690638673515,0.0
53,2,1,0,0,59.87148269708025,4.0
53,3,1,0,0,53.7634509601576,-2.0
53,4,1,0,0,60.12781298122045,5.0
53,5,1,0,0,55.44411781108449,1.0
53,6,1,0,0,51.22852988108505,-3.0
53,7,1,1,1,65.74640468802943,6.0
53,8,1,1,1,59.562763414369286,2.0
53,9,1,1,1,59.03471408096945,-1.0
53,10,1,1,1,66.014319607481,4.0
53,11,1,1,1,59.77494050409968,0.0
53,12,1,1,1,53.39341102149309,-4.0
54,1,1,0,0,53.62717920348361,0.0
54,2,1,0,0,62.95020304384658,4.0
54,3,1,0,0,54.670595972283,-2.0
54,4,1,0,0,61.63199946433917,5.0
54,5,1,0,0,56.12235818265879,1.0
54,6,1,0,0,53.12424215585905,-3.0
54,7,1,1,1,67.24460997124018,6.0
54,8,1,1,1,61.103020027361914,2.0
54,9,1,1,1,61.46135912936228,-1.0
54,10,1,1,1,64.4434055977149,4.0
54,11,1,1,1,59.75182611326941,0.0
54,12,1,1,1,54.538447673241436,-4.0
55,1,1,0,0,58.74841137293446,0.0
55,2,1,0,0,60.46652744881993,4.0
55,3,1,0,0,53.72888844614205,-2.0
55,4,1,0,0,61.59590036222527,5.0
55,5,1,0,0,54.93236188464728,1.0
55,6,1,0,0,55.21574576261986,-3.0
55,7,1,1,1,66.45403598634961,6.0
55,8,1,1,1,64.0349166487432,2.0
55,9,1,1,1,59.382910522221785,-1.0
55,10,1,1,1,65.69068866852473,4.0
55,11,1,1,1,60.70616924284969,0.0
55,12,1,1,1,56.69454284127596,-4.0
56,1,1,0,0,50.932679077027586,0.0
56,2,1,0,0,54.041851353782825,4.0
56,3,1,0,0,48.20612087924548,-2.0
56,4,1,0,0,57.19875717548415,5.0
56,5,1,0,0,51.75531630074856,1.0
56,6,1,0,0,46.96264113633305,-3.0
56,7,1,1,1,62.140738750841415,6.0
56,8,1,1,1,56.70102195150699,2.0
56,9,1,1,1,54.43899339094851,-1.0
56,10,1,1,1,60.36475251721312,4.0
56,11,1,1,1,53.523176112562936,0.0
56,12,1,1,1,50.77495382667512,-4.0
57,1,1,0,0,56.32035760475614,0.0
57,2,1,0,0,55.948240560187195,4.0
57,3,1,0,0,54.28639454318298,-2.0
57,4,1,0,0,61.88899391723096,5.0
57,5,1,0,0,56.08508919597935,1.0
57,6,1,0,0,52.27298732655162,-3.0
57,7,1,1,1,66.56623581641186,6.0
57,8,1,1,1,57.8430368325601,2.0
57,9,1,1,1,55.40829907676917,-1.0
57,10,1,1,1,62.26812043803788,4.0
57,11,1,1,1,58.9634862256501,0.0
57,12,1,1,1,55.22791515503892,-4.0
58,1,1,0,0,55.770203623114924,0.0
58,2,1,0,0,60.704807817510506,4.0
58,3,1,0,0,54.66110707408333,-2.0
58,4,1,0,0,58.492823804469836,5.0
58,5,1,0,0,56.05889966482383,1.0
58,6,1,0,0,50.34704927029299,-3.0
58,7,1,1,1,64.27872466952815,6.0
58,8,1,1,1,60.53709118357336,2.0
58,9,1,1,1,57.0124833969074,-1.0
58,10,1,1,1,59.26515218157899,4.0
58,11,1,1,1,59.740182918112296,0.0
58,12,1,1,1,54.56413230073,-4.0
59,1,1,0,0,54.240304535595406,0.0
59,2,1,0,0,58.76654316669999,4.0
59,3,1,0,0,51.46861911366881,-2.0
59,4,1,0,0,60.8300156299698,5.0
59,5,1,0,0,56.10176627146694,1.0
59,6,1,0,0,50.12157685155471,-3.0
59,7,1,1,1,64.28550686141094,6.0
59,8,1,1,1,58.331333638350124,2.0
59,9,1,1,1,56.08817943217244,-1.0
59,10,1,1,1,61.989406233212804,4.0
59,11,1,1,1,57.93644926509886,0.0
59,12,1,1,1,52.91068618215201,-4.0
60,1,1,0,0,54.7964777132919,0.0
60,2,1,0,0,59.35599826342964,4.0
60,3,1,0,0,57.16734128159489,-2.0
60,4,1,0,0,58.324400239848444,5.0
60,5,1,0,0,56.35671273506884,1.0
60,6,1,0,0,52.07880122627973,-3.0
60,7,1,1,1,66.42635741893241,6.0
60,8,1,1,1,62.05190823559187,2.0
60,9,1,1,1,54.99960113166658,-1.0
60,10,1,1,1,61.43635512152908,4.0
60,11,1,1,1,58.71387151884748,0.0
60,12,1,1,1,53.982877579026486,-4.0
61,1,1,0,0,56.9843855333428,0.0
61,2,1,0,0,61.885560274784275,4.0
61,3,1,0,0,51.23880429330202,-2.0
61,4,1,0,0,61.00565365818581,5.0
61,5,1,0,0,57.41615951338299,1.0
61,6,1,0,0,53.59892140770291,-3.0
61,7,1,1,1,65.46703110229903,6.0
61,8,1,1,1,63.65721302934254,2.0
61,9,1,1,1,56.23976313325015,-1.0
61,10,1,1,1,63.11051952606643,4.0
61,11,1,1,1,59.49154263048652,0.0
61,12,1,1,1,57.45577406953404,-4.0
62,1,1,0,0,56.15589371907718,0.0
62,2,1,0,0,63.55906781856466,4.0
62,3,1,0,0,55.23045104617763,-2.0
62,4,1,0,0,60.8183983246349,5.0
62,5,1,0,0,58.97254364477545,1.0
62,6,1,0,0,51.27022411431625,-3.0
62,7,1,1,1,68.53232052013965,6.0
62,8,1,1,1,58.43164257372644,2.0
62,9,1,1,1,57.1668737329039,-1.0
62,10,1,1,1,61.38074123931629,4.0
62,11,1,1,1,60.72945715384493,0.0
62,12,1,1,1,56.23445086458019,-4.0
63,1,1,0,0,55.81133649836872,0.0
63,2,1,0,0,57.61494940479237,4.0
63,3,1,0,0,54.04942944213013,-2.0
63,4,1,0,0,58.653772715186385,5.0
63,5,1,0,0,57.31078222626516,1.0
63,6,1,0,0,50.5174924536627,-3.0
63,7,1,1,1,62.71261380094106,6.0
63,8,1,1,1,59.25841075225329,2.0
63,9,1,1,1,57.14241696228419,-1.0
63,10,1,1,1,62.85177267815222,4.0
63,11,1,1,1,59.764070643075456,0.0
63,12,1,1,1,55.816589376987174,-4.0
64,1,1,0,0,57.053230620379075,0.0
64,2,1,0,0,60.16685595686086,4.0
64,3,1,0,0,56.97418833007007,-2.0
64,4,1,0,0,60.832846909504816,5.0
64,5,1,0,0,55.389070145595106,1.0
64,6,1,0,0,51.69027903139652,-3.0
64,7,1,1,1,62.57434407135513,6.0
64,8,1,1,1,59.48538315844467,2.0
64,9,1,1,1,56.994152375229895,-1.0
64,10,1,1,1,64.62613222668651,4.0
64,11,1,1,1,57.29453538164543,0.0
64,12,1,1,1,57.1063995797515,-4.0
65,1,1,0,0,52.53035392771193,0.0
65,2,1,0,0,57.88708039214495,4.0
65,3,1,0,0,51.48510070286478,-2.0
65,4,1,0,0,56.007530001822396,5.0
65,5,1,0,0,55.92489120409861,1.0
65,6,1,0,0,48.88205298719642,-3.0
65,7,1,1,1,62.82076227703789,6.0
65,8,1,1,1,59.96339289513839,2.0
65,9,1,1,1,54.8780437941656,-1.0
65,10,1,1,1,61.73592920074522,4.0
65,11,1,1,1,56.88272472759961,0.0
65,12,1,1,1,58.41702704983231,-4.0
66,1,1,0,0,54.96619744118201,0.0
66,2,1,0,0,60.16099426833304,4.0
66,3,1,0,0,54.99508235825447,-2.0
66,4,1,0,0,58.736601533064324,5.0
66,5,1,0,0,56.488360687938474,1.0
66,6,1,0,0,54.0716117455487,-3.0
66,7,1,1,1,64.7270610909296,6.0
66,8,1,1,1,59.00660731836255,2.0
66,9,1,1,1,56.950132872573874,-1.0
66,10,1,1,1,61.528413079371774,4.0
66,11,1,1,1,60.28763536547011,0.0
66,12,1,1,1,54.76945709993315,-4.0
67,1,1,0,0,58.782900849593894,0.0
67,2,1,0,0,60.85001562105218,4.0
67,3,1,0,0,52.80541228821222,-2.0
67,4,1,0,0,64.10545010803355,5.0
67,5,1,0,0,54.2425333795835,1.0
67,6,1,0,0,55.54359222273973,-3.0
67,7,1,1,1,67.35056465708976,6.0
67,8,1,1,1,62.067605065266676,2.0
67,9,1,1,1,62.383007070087395,-1.0
67,10,1,1,1,61.95987121753916,4.0
67,11,1,1,1,58.70747364685981,0.0
67,12,1,1,1,53.37239958621178,-4.0
68,1,1,0,0,53.00036199728074,0.0
68,2,1,0,0,56.31452164065708,4.0
68,3,1,0,0,51.644126760240766,-2.0
68,4,1,0,0,57.91271536072075,5.0
68,5,1,0,0,52.9688826387431,1.0
68,6,1,0,0,50.53571071381682,-3.0
68,7,1,1,1,62.83098151193542,6.0
68,8,1,1,1,58.566564180636185,2.0
68,9,1,1,1,52.6844322024846,-1.0
68,10,1,1,1,60.74943026745896,4.0
68,11,1,1,1,55.95700583727321,0.0
68,12,1,1,1,54.55296800426529,-4.0
69,1,1,0,0,54.50006998449532,0.0
69,2,1,0,0,62.11372091868963,4.0
69,3,1,0,0,54.76796372809218,-2.0
69,4,1,0,0,60.30674589310265,5.0
69,5,1,0,0,57.07497944614732,1.0
69,6,1,0,0,52.39048584476101,-3.0
69,7,1,1,1,64.63123965617196,6.0
69,8,1,1,1,60.49837866951065,2.0
69,9,1,1,1,56.81896518642143,-1.0
69,10,1,1,1,63.496296904008794,4.0
69,11,1,1,1,57.40402624795772,0.0
69,12,1,1,1,54.72431927498272,-4.0
70,1,1,0,0,56.86619640931119,0.0
70,2,1,0,0,58.11024257756776,4.0
70,3,1,0,0,52.90155558813724,-2.0
70,4,1,0,0,60.9584508512414,5.0
70,5,1,0,0,57.96628162601731,1.0
70,6,1,0,0,52.74614469779564,-3.0
70,7,1,1,1,65.86338721364352,6.0
70,8,1,1,1,60.227746118007325,2.0
70,9,1,1,1,59.80591059719513,-1.0
70,10,1,1,1,64.49822537899455,4.0
70,11,1,1,1,58.77461168214429,0.0
70,12,1,1,1,54.915026142495,-4.0
71,1,1,0,0,55.346389017470244,0.0
71,2,1,0,0,60.937027051013125,4.0
71,3,1,0,0,55.247224415808645,-2.0
71,4,1,0,0,62.06755191007179,5.0
71,5,1,0,0,55.28036364494088,1.0
71,6,1,0,0,49.369877264999296,-3.0
71,7,1,1,1,65.24902295238223,6.0
71,8,1,1,1,61.76964564204165,2.0
71,9,1,1,1,59.485896187199366,-1.0
71,10,1,1,1,62.734115157352335,4.0
71,11,1,1,1,58.33714135583073,0.0
71,12,1,1,1,54.49427630970083,-4.0
72,1,1,0,0,54.207808512411496,0.0
72,2,1,0,0,56.53124673181527,4.0
72,3,1,0,0,51.90610044604714,-2.0
72,4,1,0,0,60.50539863647476,5.0
72,5,1,0,0,58.579729399871084,1.0
72,6,1,0,0,49.59994731276411,-3.0
72,7,1,1,1,63.427297537247945,6.0
72,8,1,1,1,56.82767376211185,2.0
72,9,1,1,1,56.01993994721425,-1.0
72,10,1,1,1,63.004565265240714,4.0
72,11,1,1,1,57.14720443958609,0.0
72,12,1,1,1,56.89403442297874,-4.0
73,1,1,0,0,55.211114108131504,0.0
73,2,1,0,0,60.593934339787175,4.0
73,3,1,0,0,54.266352498421405,-2.0
73,4,1,0,0,59.06477809060732,5.0
73,5,1,0,0,56.43148498994062,1.0
73,6,1,0,0,53.47982639582593,-3.0
73,7,1,1,1,64.4162807055461,6.0
73,8,1,1,1,61.14402683110473,2.0
73,9,1,1,1,58.208351918236076,-1.0
73,10,1,1,1,61.772787058124536,4.0
73,11,1,1,1,59.76849239451659,0.0
73,12,1,1,1,55.11599279341256,-4.0
74,1,1,0,0,55.4052574494151,0.0
74,2,1,0,0,59.92173630105993,4.0
74,3,1,0,0,54.338425108848426,-2.0
74,4,1,0,0,60.488078391425525,5.0
74,5,1,0,0,57.604217465483785,1.0
74,6,1,0,0,52.47125420164435,-3.0
74,7,1,1,1,68.96183194634438,6.0
74,8,1,1,1,59.84476603162684,2.0
74,9,1,1,1,55.57751849252777,-1.0
74,10,1,1,1,63.66181792556287,4.0
74,11,1,1,1,57.57779172870971,0.0
74,12,1,1,1,53.40061716388799,-4.0
75,1,1,0,0,53.62078285718071,0.0
75,2,1,0,0,56.54976880167478,4.0
75,3,1,0,0,51.162750100689045,-2.0
75,4,1,0,0,56.067852998774285,5.0
75,5,1,0,0,54.73761202495415,1.0
75,6,1,0,0,48.64039575741039,-3.0
75,7,1,1,1,64.56401927915972,6.0
75,8,1,1,1,56.50877577033642,2.0
75,9,1,1,1,53.57942213317471,-1.0
75,10,1,1,1,61.31855052225145,4.0
75,11,1,1,1,53.49485779102099,0.0
75,12,1,1,1,55.76530744703801,-4.0
76,1,1,0,0,52.643056081651615,0.0
76,2,1,0,0,61.464778659528825,4.0
76,3,1,0,0,52.457044698221125,-2.0
76,4,1,0,0,61.47710481729823,5.0
76,5,1,0,0,57.55252114103586,1.0
76,6,1,0,0,53.32378546933651,-3.0
76,7,1,1,1,65.82917233700852,6.0
76,8,1,1,1,61.32081328398326,2.0
76,9,1,1,1,60.920029624679444,-1.0
76,10,1,1,1,66.92698062857238,4.0
76,11,1,1,1,58.21838290281974,0.0
76,12,1,1,1,53.34018497416782,-4.0
77,1,1,0,0,56.096502741537876,0.0
77,2,1,0,0,63.121469798314955,4.0
77,3,1,0,0,54.30909780746314,-2.0
77,4,1,0,0,66.80485676458727,5.0
77,5,1,0,0,57.147256025256524,1.0
77,6,1,0,0,55.09038540721965,-3.0
77,7,1,1,1,66.57999698004592,6.0
77,8,1,1,1,59.725888798433864,2.0
77,9,1,1,1,59.63192335168014,-1.0
77,10,1,1,1,67.12949222094073,4.0
77,11,1,1,1,61.16188069691358,0.0
77,12,1,1,1,57.583572878186274,-4.0
78,1,1,0,0,55.147357694959325,0.0
78,2,1,0,0,58.56513095520351,4.0
78,3,1,0,0,56.36488408722236,-2.0
78,4,1,0,0,63.048536963126026,5.0
78,5,1,0,0,56.159520527956616,1.0
78,6,1,0,0,54.02413849141724,-3.0
78,7,1,1,1,66.17469111615165,6.0
78,8,1,1,1,61.84341412554333,2.0
78,9,1,1,1,59.06139116568861,-1.0
78,10,1,1,1,62.600172261168076,4.0
78,11,1,1,1,56.92961864635471,0.0
78,12,1,1,1,55.440699349812185,-4.0
79,1,1,0,0,50.72510417940956,0.0
79,2,1,0,0,54.45669206855194,4.0
79,3,1,0,0,51.05321200015869,-2.0
79,4,1,0,0,55.11134005910447,5.0
79,5,1,0,0,53.304331773435685,1.0
79,6,1,0,0,45.36667981361975,-3.0
79,7,1,1,1,60.83167635201864,6.0
79,8,1,1,1,56.81341520867024,2.0
79,9,1,1,1,52.64278834319624,-1.0
79,10,1,1,1,59.45133671972688,4.0
79,11,1,1,1,53.7621715638568,0.0
79,12,1,1,1,53.57267303883101,-4.0
80,1,1,0,0,56.670314339570865,0.0
80,2,1,0,0,59.245190344128524,4.0
80,3,1,0,0,55.21448314485411,-2.0
80,4,1,0,0,60.779902632980345,5.0
80,5,1,0,0,57.204114743532124,1.0
80,6,1,0,0,54.203497681510555,-3.0
80,7,1,1,1,65.06066933434079,6.0
80,8,1,1,1,62.51820104699255,2.0
80,9,1,1,1,56.34423297938974,-1.0
80,10,1,1,1,63.63550506856069,4.0
80,11,1,1,1,60.72791771811488,0.0
80,12,1,1,1,54.451068852297595,-4.0
