record_id,label,score
row-00000998,0,0.17902882
row-00000999,0,0.27713926
row-00001000,0,0.31910418
row-00001001,1,0.42160523
row-00001002,0,0.60461577
row-00001003,0,0.46727606
row-00001004,0,0.13957655
row-00001005,1,0.78077945
row-00001006,0,0.48587550
row-00001007,0,0.37276875
row-00001008,0,0.42515593
row-00001009,1,0.85328040
row-00001010,1,0.65163702
row-00001011,1,0.81536259
row-00001012,0,0.42150928
row-00001013,1,0.62533476
row-00001014,1,0.99281072
row-00001015,0,0.06497443
row-00001016,0,0.13334997
row-00001017,1,0.80768066
row-00001018,0,0.20523308
row-00001019,0,0.34213596
row-00001020,0,0.08132508
row-00001021,1,0.74686247
row-00001022,0,0.43726026
row-00001023,1,0.50533619
row-00001024,0,0.26204437
row-00001025,0,0.37151622
row-00001026,1,0.82593670
row-00001027,0,0.33403264
row-00001028,0,0.54728044
row-00001029,0,0.36993275
row-00001030,0,0.04773896
row-00001031,0,0.57341059
row-00001032,0,0.10051437
row-00001033,0,0.27900837
row-00001034,1,0.61335937
row-00001035,0,0.36883121
row-00001036,0,0.09535001
row-00001037,0,0.43043974
row-00001038,1,0.73609840
row-00001039,0,0.04431115
row-00001040,0,0.18378907
row-00001041,0,0.53678848
row-00001042,0,0.37432341
row-00001043,0,0.16590987
row-00001044,0,0.46424352
row-00001045,0,0.12670959
row-00001046,0,0.16977771
row-00001047,0,0.18356668
row-00001048,0,0.29317627
row-00001049,0,0.23785245
row-00001050,0,0.17653192
row-00001051,0,0.20446168
row-00001052,0,0.07568437
row-00001053,1,0.89799792
row-00001054,1,0.79144451
row-00001055,1,0.90372937
row-00001056,0,0.41621322
row-00001057,0,0.45092098
row-00001058,1,0.69862992
row-00001059,0,0.54672607
row-00001060,0,0.21387141
row-00001061,0,0.64267197
row-00001062,1,0.70336383
row-00001063,0,0.34880995
row-00001064,0,0.18700064
row-00001065,0,0.10136488
row-00001066,1,0.78178372
row-00001067,0,0.34660323
row-00001068,0,0.20522182
row-00001069,0,0.38859630
row-00001070,1,0.36898555
row-00001071,0,0.04510266
row-00001072,1,0.54367127
row-00001073,0,0.23125517
row-00001074,0,0.24121356
row-00001075,0,0.09604284
row-00001076,0,0.35466346
row-00001077,1,0.73942956
row-00001078,0,0.18571993
row-00001079,0,0.33519757
row-00001080,1,0.94152644
row-00001081,0,0.46728434
row-00001082,1,0.70521581
row-00001083,0,0.33085609
row-00001084,1,0.67688087
row-00001085,1,0.91529091
row-00001086,0,0.28846677
row-00001087,1,0.75035416
row-00001088,0,0.41473766
row-00001089,1,0.73719155
row-00001090,0,0.10780245
row-00001091,1,0.88127665
row-00001092,1,0.61850731
row-00001093,0,0.15037464
row-00001094,0,0.42605965
row-00001095,0,0.14036058
row-00001096,0,0.49430909
row-00001097,0,0.03552225
row-00001098,0,0.59256223
row-00001099,1,0.92683865
row-00001100,1,0.74290558
row-00001101,0,0.13530585
row-00001102,0,0.07263067
row-00001103,1,0.77461972
row-00001104,0,0.11623535
row-00001105,1,0.81122265
row-00001106,0,0.36954658
row-00001107,1,0.58378760
row-00001108,0,0.53822103
row-00001109,1,0.86300997
row-00001110,1,0.44048584
row-00001111,1,0.91247597
row-00001112,0,0.20559414
row-00001113,0,0.18470722
row-00001114,0,0.25762720
row-00001115,0,0.11282650
row-00001116,1,0.58553348
row-00001117,0,0.02539088
row-00001118,0,0.30663966
row-00001119,0,0.44277997
row-00001120,0,0.74115282
row-00001121,0,0.10957258
row-00001122,0,0.44901011
row-00001123,0,0.18028882
row-00001124,1,0.93761671
row-00001125,0,0.09546380
row-00001126,0,0.46264017
row-00001127,1,0.81970895
row-00001128,0,0.23038741
row-00001129,0,0.26958944
row-00001130,0,0.40648763
row-00001131,0,0.41608824
row-00001132,1,0.84234179
row-00001133,0,0.28305824
row-00001134,0,0.46884300
row-00001135,0,0.38861435
row-00001136,0,0.62466867
row-00001137,1,0.41503023
row-00001138,0,0.31557029
row-00001139,0,0.36922149
row-00001140,0,0.20767672
row-00001141,0,0.38955810
row-00001142,1,0.84389592
row-00001143,1,0.59878713
row-00001144,1,0.40693109
row-00001145,1,0.97138913
row-00001146,1,0.96337030
row-00001147,0,0.20807367
row-00001148,0,0.46613422
row-00001149,0,0.36319443
row-00001150,0,0.46551452
row-00001151,0,0.42767163
row-00001152,0,0.12424635
row-00001153,0,0.55361851
row-00001154,1,0.75017742
row-00001155,1,0.74942084
row-00001156,0,0.15638002
row-00001157,0,0.10851493
row-00001158,0,0.58303498
row-00001159,0,0.36878236
row-00001160,0,0.25948771
row-00001161,1,0.81142384
row-00001162,0,0.05492891
row-00001163,1,0.83232535
row-00001164,1,0.83846894
row-00001165,0,0.06539557
row-00001166,0,0.36060832
row-00001167,0,0.19058883
row-00001168,0,0.18437298
row-00001169,0,0.21518276
row-00001170,0,0.36921847
row-00001171,0,0.56318296
row-00001172,0,0.06544092
row-00001173,0,0.31985616
row-00001174,0,0.21482642
row-00001175,0,0.21105684
row-00001176,0,0.15379491
row-00001177,1,0.52071319
row-00001178,0,0.36498947
row-00001179,1,0.32792834
row-00001180,0,0.20457647
row-00001181,0,0.52627921
row-00001182,1,0.58838544
row-00001183,1,0.49052172
row-00001184,1,0.71680245
row-00001185,0,0.51759125
row-00001186,0,0.08498377
row-00001187,0,0.17763910
row-00001188,0,0.52909538
row-00001189,0,0.12609493
row-00001190,0,0.50877155
row-00001191,0,0.31274415
row-00001192,0,0.20704386
row-00001193,0,0.59565674
row-00001194,0,0.26718467
row-00001195,0,0.27301218
row-00001196,1,0.96036659
row-00001197,0,0.19062878
row-00001198,0,0.14466531
row-00001199,0,0.74336788
row-00001200,0,0.49818930
row-00001201,1,0.84971686
row-00001202,1,0.88719862
row-00001203,0,0.18844419
row-00001204,0,0.05642074
row-00001205,0,0.12328457
row-00001206,1,0.92737453
row-00001207,0,0.36210139
row-00001208,0,0.35182866
row-00001209,0,0.26089258
row-00001210,0,0.55553572
row-00001211,0,0.28785593
row-00001212,0,0.19932658
row-00001213,0,0.23499778
row-00001214,1,0.80705891
row-00001215,0,0.06879666
row-00001216,0,0.39916629
row-00001217,0,0.23896970
row-00001218,1,0.32065680
row-00001219,1,0.57105961
row-00001220,0,0.24424012
row-00001221,0,0.27942775
row-00001222,0,0.05856564
row-00001223,0,0.50609318
row-00001224,0,0.28018346
row-00001225,0,0.31458892
row-00001226,0,0.25794613
row-00001227,0,0.75270523
row-00001228,0,0.36365547
row-00001229,1,0.76303796
row-00001230,0,0.40060399
row-00001231,0,0.16493409
row-00001232,0,0.04086742
row-00001233,0,0.16137331
row-00001234,0,0.38344873
row-00001235,1,0.45694677
row-00001236,1,0.72152823
row-00001237,1,0.70333725
row-00001238,1,0.84141677
row-00001239,0,0.28401586
row-00001240,0,0.26602282
row-00001241,0,0.50239067
row-00001242,0,0.19326627
row-00001243,0,0.16810330
row-00001244,1,0.67399319
row-00001245,0,0.61284605
row-00001246,0,0.29968831
row-00001247,0,0.02745285
row-00001248,0,0.19114300
row-00001249,0,0.29716473
row-00001250,0,0.11278015
row-00001251,1,0.79360465
row-00001252,0,0.09179111
row-00001253,0,0.53131519
row-00001254,1,0.93620062
row-00001255,1,0.83929202
row-00001256,0,0.28216063
row-00001257,0,0.25298188
row-00001258,0,0.58452287
row-00001259,0,0.28279108
row-00001260,0,0.04256896
row-00001261,0,0.58327743
row-00001262,1,0.83232986
row-00001263,0,0.20071967
row-00001264,0,0.19503148
row-00001265,1,0.84216415
row-00001266,0,0.45161919
row-00001267,0,0.32223246
row-00001268,0,0.30534719
row-00001269,0,0.13957505
row-00001270,1,0.72001351
row-00001271,0,0.20725978
row-00001272,1,0.90809402
row-00001273,0,0.45989934
row-00001274,0,0.17385401
row-00001275,0,0.29258924
row-00001276,0,0.08399186
row-00001277,0,0.20473013
row-00001278,0,0.40074110
row-00001279,0,0.09888438
row-00001280,0,0.44644576
row-00001281,1,0.70791301
row-00001282,0,0.09056722
row-00001283,0,0.29458533
row-00001284,0,0.22329384
row-00001285,1,0.72806222
row-00001286,0,0.50249735
row-00001287,0,0.55565034
row-00001288,0,0.12117774
row-00001289,1,0.69435256
row-00001290,0,0.54206141
row-00001291,0,0.11776449
row-00001292,0,0.12930962
row-00001293,1,0.86575558
row-00001294,0,0.02740710
row-00001295,0,0.09747999
row-00001296,0,0.32029571
row-00001297,0,0.17381696
row-00001298,0,0.26792595
row-00001299,1,0.73910950
row-00001300,0,0.10934292
row-00001301,0,0.47761532
row-00001302,0,0.19508901
row-00001303,0,0.27282939
row-00001304,0,0.03285220
row-00001305,0,0.38726139
row-00001306,0,0.29820201
row-00001307,1,0.77353513
row-00001308,0,0.53199415
row-00001309,0,0.26374863
row-00001310,0,0.29195077
row-00001311,0,0.06980400
row-00001312,0,0.16555934
row-00001313,0,0.15855635
row-00001314,0,0.24468144
row-00001315,1,0.88503378
row-00001316,1,0.83558634
row-00001317,0,0.44017841
row-00001318,0,0.59699043
row-00001319,0,0.10658062
row-00001320,1,0.68057507
row-00001321,0,0.22557565
row-00001322,0,0.12591218
row-00001323,0,0.32652591
row-00001324,0,0.23820021
row-00001325,0,0.23882681
row-00001326,0,0.11660309
row-00001327,0,0.40235044
row-00001328,0,0.20990099
row-00001329,1,0.61326125
row-00001330,0,0.68629144
row-00001331,0,0.37815037
row-00001332,1,0.73038554
row-00001333,0,0.01356043
row-00001334,0,0.24408525
row-00001335,1,0.45039203
row-00001336,1,0.89631585
row-00001337,0,0.49591260
row-00001338,0,0.13948402
row-00001339,0,0.40463538
row-00001340,0,0.44240367
row-00001341,0,0.30336528
row-00001342,1,0.80265608
row-00001343,0,0.14161086
row-00001344,0,0.01884138
row-00001345,1,0.75198764
row-00001346,0,0.30888156
row-00001347,0,0.12818760
row-00001348,1,0.66130961
row-00001349,0,0.45976782
row-00001350,0,0.10863039
row-00001351,1,0.63418492
row-00001352,0,0.27955399
row-00001353,0,0.76084403
row-00001354,1,0.76106074
row-00001355,1,0.72289630
row-00001356,0,0.42885070
row-00001357,0,0.17377403
row-00001358,0,0.17475554
row-00001359,0,0.18923828
row-00001360,0,0.38093456
row-00001361,0,0.40597469
row-00001362,0,0.35924867
row-00001363,0,0.44033171
row-00001364,0,0.27290954
row-00001365,0,0.56615146
row-00001366,1,0.68347249
row-00001367,1,0.88892113
row-00001368,0,0.31321762
row-00001369,0,0.39564616
row-00001370,1,0.78423142
row-00001371,0,0.46137837
row-00001372,0,0.43513303
row-00001373,1,0.93478641
row-00001374,0,0.13041618
row-00001375,0,0.65899128
row-00001376,0,0.55919679
row-00001377,0,0.17388512
row-00001378,0,0.15469996
row-00001379,1,0.72496495
row-00001380,0,0.30162048
row-00001381,0,0.19753237
row-00001382,0,0.11572804
row-00001383,0,0.46285700
row-00001384,0,0.54229005
row-00001385,0,0.14100371
row-00001386,1,0.59265466
row-00001387,0,0.30229832
row-00001388,0,0.15160180
row-00001389,1,0.50640212
row-00001390,1,0.46480262
row-00001391,0,0.65122757
row-00001392,1,0.70942306
row-00001393,0,0.15014843
row-00001394,1,0.66502158
row-00001395,0,0.12022452
row-00001396,1,0.69375224
row-00001397,1,0.81079116
row-00001398,0,0.61974703
row-00001399,0,0.07240266
row-00001400,0,0.24460899
row-00001401,0,0.08461349
row-00001402,0,0.33329578
row-00001403,0,0.08564815
row-00001404,0,0.34544317
row-00001405,1,0.56869198
row-00001406,1,0.87451795
row-00001407,0,0.20963747
row-00001408,0,0.15929113
row-00001409,0,0.31694608
row-00001410,1,0.84355185
row-00001411,1,0.64360705
row-00001412,1,0.81941007
row-00001413,1,0.93878990
row-00001414,0,0.11938272
row-00001415,0,0.15821062
row-00001416,0,0.48779609
row-00001417,0,0.44149065
row-00001418,0,0.28792781
row-00001419,0,0.22073078
row-00001420,0,0.31177714
row-00001421,0,0.22525221
row-00001422,0,0.27077790
row-00001423,0,0.15891150
row-00001424,0,0.34748843
row-00001425,1,0.54040630
row-00001426,0,0.43149818
row-00001427,1,0.84408015
row-00001428,0,0.60371344
row-00001429,0,0.07979085
row-00001430,0,0.29403600
row-00001431,0,0.22458458
row-00001432,1,0.97975891
row-00001433,0,0.50761359
row-00001434,1,0.71308261
row-00001435,1,0.66346114
row-00001436,1,0.63667395
row-00001437,1,0.71423282
row-00001438,1,0.76813924
row-00001439,0,0.23597649
row-00001440,0,0.06070054
row-00001441,0,0.27096058
row-00001442,0,0.26516068
row-00001443,0,0.26126236
row-00001444,1,0.30736672
row-00001445,0,0.04355499
row-00001446,0,0.51664629
row-00001447,1,0.76564213
row-00001448,0,0.16034749
row-00001449,1,0.54394365
row-00001450,0,0.18692094
row-00001451,0,0.33487329
row-00001452,1,0.50053775
row-00001453,0,0.22113125
row-00001454,1,0.74586709
row-00001455,0,0.09899191
row-00001456,0,0.53711817
row-00001457,0,0.16412298
row-00001458,0,0.12657378
row-00001459,0,0.30225730
row-00001460,0,0.48033907
row-00001461,1,0.84806076
row-00001462,0,0.21552474
row-00001463,1,0.85696664
row-00001464,0,0.31300535
row-00001465,1,0.82373206
row-00001466,1,0.50820970
row-00001467,1,0.93752411
row-00001468,1,0.74232820
row-00001469,0,0.13139673
row-00001470,0,0.35341656
row-00001471,0,0.05160946
row-00001472,0,0.43134795
row-00001473,0,0.24202645
row-00001474,0,0.25502698
row-00001475,1,0.75436810
row-00001476,1,0.80768158
row-00001477,1,0.53695004
row-00001478,0,0.09169559
row-00001479,1,0.58154725
row-00001480,0,0.36185500
row-00001481,0,0.28797915
row-00001482,1,0.55819866
row-00001483,1,0.84747126
row-00001484,1,0.73764432
row-00001485,1,0.84307751
row-00001486,0,0.15695780
row-00001487,1,0.62965373
row-00001488,0,0.19290408
row-00001489,0,0.25314045
row-00001490,0,0.42706169
row-00001491,0,0.26289170
row-00001492,0,0.40322742
row-00001493,1,0.89686757
row-00001494,0,0.15553233
row-00001495,1,0.49540977
row-00001496,1,0.52968779
row-00001497,0,0.22250887
row-00001498,0,0.09284705
row-00001499,0,0.44847516
row-00001500,1,0.81201792
row-00001501,1,0.68825286
row-00001502,1,0.91448991
row-00001503,0,0.25439257
row-00001504,1,0.84602281
row-00001505,1,0.48653698
row-00001506,1,0.58255033
row-00001507,0,0.46472707
row-00001508,0,0.38846900
row-00001509,1,0.42709821
row-00001510,1,0.96455124
row-00001511,0,0.13313880
row-00001512,1,0.83593103
row-00001513,1,0.85755949
row-00001514,1,0.69628293
row-00001515,0,0.21677702
row-00001516,0,0.39769408
row-00001517,0,0.02282556
row-00001518,0,0.17638577
row-00001519,0,0.17519003
row-00001520,1,0.68611279
row-00001521,0,0.51242287
row-00001522,1,0.85510194
row-00001523,0,0.07257084
row-00001524,1,0.71044687
row-00001525,1,0.72699989
row-00001526,0,0.23115777
row-00001527,0,0.33425450
row-00001528,1,0.73490800
row-00001529,0,0.61543737
row-00001530,0,0.05855707
row-00001531,0,0.13437589
row-00001532,0,0.06298315
row-00001533,0,0.12117476
row-00001534,1,0.94959506
row-00001535,0,0.21523554
row-00001536,0,0.57330026
row-00001537,0,0.37432454
row-00001538,0,0.26534027
row-00001539,1,0.58580724
row-00001540,0,0.41399081
row-00001541,0,0.22581694
row-00001542,1,0.94825601
row-00001543,0,0.19785915
row-00001544,1,0.37071411
row-00001545,0,0.23539519
row-00001546,0,0.46932782
row-00001547,0,0.19298497
row-00001548,1,0.95651253
row-00001549,0,0.27673528
row-00001550,0,0.11458722
row-00001551,0,0.24220139
row-00001552,0,0.07314093
row-00001553,0,0.12772760
row-00001554,0,0.10136942
row-00001555,0,0.41799909
row-00001556,1,0.68931237
row-00001557,0,0.14958698
row-00001558,1,0.72914090
row-00001559,0,0.24963272
row-00001560,0,0.25207698
row-00001561,1,0.53503127
row-00001562,0,0.33848475
row-00001563,0,0.21114031
row-00001564,0,0.15421420
row-00001565,1,0.63991270
row-00001566,1,0.73374246
row-00001567,0,0.37225569
row-00001568,1,0.70999793
row-00001569,0,0.23027617
row-00001570,0,0.36124278
row-00001571,0,0.11828171
row-00001572,1,0.62144980
row-00001573,0,0.06057430
row-00001574,0,0.37812742
row-00001575,0,0.32307076
row-00001576,0,0.13502333
row-00001577,0,0.23109133
row-00001578,1,0.76579808
row-00001579,1,0.47279714
row-00001580,0,0.17398148
row-00001581,1,0.78811319
row-00001582,0,0.22977947
row-00001583,0,0.16977517
row-00001584,0,0.26462214
row-00001585,0,0.30704094
row-00001586,0,0.40883961
row-00001587,1,0.78998304
row-00001588,0,0.11473334
row-00001589,0,0.45116163
row-00001590,0,0.20926996
row-00001591,0,0.58985405
row-00001592,0,0.27921861
row-00001593,0,0.45985415
row-00001594,0,0.18493299
row-00001595,0,0.18400565
row-00001596,1,0.76790037
row-00001597,0,0.67106167
row-00001598,0,0.48263914
row-00001599,1,0.60300374
row-00001600,1,0.76205114
row-00001601,0,0.19213375
row-00001602,0,0.61430239
row-00001603,0,0.14212256
row-00001604,0,0.27883565
row-00001605,0,0.13430027
row-00001606,1,0.75049480
row-00001607,0,0.39279384
row-00001608,1,0.64801872
row-00001609,0,0.35851967
row-00001610,0,0.05073509
row-00001611,0,0.73216673
row-00001612,0,0.27492304
row-00001613,0,0.38220525
row-00001614,1,0.68870154
row-00001615,0,0.19765676
row-00001616,0,0.54928587
row-00001617,1,0.90207877
row-00001618,0,0.20426447
row-00001619,1,0.72238867
row-00001620,0,0.37224267
row-00001621,0,0.26429442
row-00001622,0,0.21793956
row-00001623,1,0.62525699
row-00001624,0,0.30552048
row-00001625,1,0.59217174
row-00001626,0,0.31388215
row-00001627,0,0.07524522
row-00001628,0,0.19910978
row-00001629,0,0.17911212
row-00001630,0,0.09816580
row-00001631,1,0.47287395
row-00001632,0,0.01776623
row-00001633,1,0.79548810
row-00001634,1,0.66098514
row-00001635,0,0.44591409
row-00001636,1,0.40396489
row-00001637,1,0.66202389
row-00001638,1,0.72826347
row-00001639,0,0.18601677
row-00001640,0,0.54908767
row-00001641,1,0.95669277
row-00001642,0,0.58062564
row-00001643,1,0.82751199
row-00001644,1,0.65596908
row-00001645,1,0.75115538
row-00001646,1,0.53341652
row-00001647,0,0.44592258
row-00001648,1,0.72549891
row-00001649,0,0.24110179
row-00001650,1,0.78611863
row-00001651,0,0.25007975
row-00001652,1,0.80374510
row-00001653,1,0.90827367
row-00001654,1,0.86554674
row-00001655,1,0.93501439
row-00001656,0,0.34325118
row-00001657,1,0.66612488
row-00001658,0,0.07257830
row-00001659,0,0.20370417
row-00001660,1,0.62123542
row-00001661,1,0.77412177
row-00001662,1,0.79317574
row-00001663,0,0.19852431
row-00001664,0,0.42192046
row-00001665,0,0.20418922
row-00001666,1,0.82703910
row-00001667,0,0.21515406
row-00001668,1,0.80212395
row-00001669,0,0.18615016
row-00001670,0,0.25931739
row-00001671,0,0.06989290
row-00001672,1,0.83996611
row-00001673,1,0.52223456
row-00001674,1,0.60966331
row-00001675,0,0.17008052
row-00001676,0,0.42565487
row-00001677,0,0.42629136
row-00001678,0,0.14198952
row-00001679,0,0.44309056
row-00001680,0,0.21875154
row-00001681,0,0.30380381
row-00001682,0,0.48409576
row-00001683,1,0.82634393
row-00001684,0,0.06955044
row-00001685,0,0.16025545
row-00001686,0,0.22425612
row-00001687,0,0.64613268
row-00001688,0,0.30473011
row-00001689,0,0.21119787
row-00001690,0,0.52723707
row-00001691,1,0.68616147
row-00001692,1,0.55668932
row-00001693,1,0.86895550
row-00001694,1,0.75307922
row-00001695,0,0.19434822
row-00001696,0,0.19150527
row-00001697,0,0.19688270
row-00001698,0,0.65028737
row-00001699,0,0.13703800
row-00001700,0,0.23820475
row-00001701,1,0.90686465
row-00001702,0,0.24245068
row-00001703,0,0.15897829
row-00001704,0,0.42254599
row-00001705,1,0.86986660
row-00001706,0,0.25552413
row-00001707,0,0.51199717
row-00001708,0,0.57721791
row-00001709,0,0.19510740
row-00001710,0,0.44818713
row-00001711,0,0.52806267
row-00001712,1,0.72846197
row-00001713,1,0.53306587
row-00001714,0,0.53284956
row-00001715,0,0.07000780
row-00001716,0,0.18574507
row-00001717,1,0.67243534
row-00001718,0,0.21943594
row-00001719,0,0.08382384
row-00001720,1,0.58849757
row-00001721,0,0.42677414
row-00001722,0,0.42293456
row-00001723,0,0.09905582
row-00001724,0,0.18700195
row-00001725,0,0.09522783
row-00001726,0,0.43623578
row-00001727,0,0.37453283
row-00001728,1,0.56047470
row-00001729,0,0.27294563
row-00001730,1,0.51041735
row-00001731,0,0.46980392
row-00001732,1,0.63080791
row-00001733,0,0.24724045
row-00001734,0,0.31420199
row-00001735,0,0.31095863
row-00001736,0,0.19347014
row-00001737,0,0.31876387
row-00001738,1,0.69910431
row-00001739,0,0.05952112
row-00001740,0,0.06580129
row-00001741,0,0.19916413
row-00001742,0,0.10733075
row-00001743,1,0.59252148
row-00001744,1,0.80554264
row-00001745,0,0.28048652
row-00001746,0,0.28185019
row-00001747,1,0.81234914
row-00001748,0,0.13765552
row-00001749,0,0.22211708
row-00001750,0,0.21596615
row-00001751,1,0.82075944
row-00001752,1,0.70088178
row-00001753,0,0.26720363
row-00001754,1,0.61832963
row-00001755,0,0.04609586
row-00001756,0,0.39313854
row-00001757,1,0.50153910
row-00001758,0,0.11551054
row-00001759,0,0.33700345
row-00001760,0,0.32611497
row-00001761,0,0.65135925
row-00001762,0,0.20797337
row-00001763,0,0.06948594
row-00001764,0,0.28751264
row-00001765,0,0.39422051
row-00001766,0,0.10277415
row-00001767,1,0.72622469
row-00001768,0,0.41591294
row-00001769,0,0.69041208
row-00001770,1,0.90902988
row-00001771,1,0.93614964
row-00001772,0,0.18286784
row-00001773,1,0.79197145
row-00001774,0,0.53463402
row-00001775,0,0.47933958
row-00001776,0,0.34500600
row-00001777,1,0.85586402
row-00001778,1,0.84855803
row-00001779,0,0.43597937
row-00001780,1,0.53535928
row-00001781,0,0.16109385
row-00001782,1,0.79681016
row-00001783,1,0.70585137
row-00001784,1,0.69832230
row-00001785,0,0.29956753
row-00001786,1,0.86736904
row-00001787,0,0.23105352
row-00001788,0,0.57450441
row-00001789,1,0.86988193
row-00001790,1,0.87435157
row-00001791,0,0.25048294
row-00001792,0,0.29638515
row-00001793,0,0.11421900
row-00001794,1,0.81974061
row-00001795,1,0.68631472
row-00001796,0,0.30659196
row-00001797,0,0.43292769
row-00001798,0,0.64517202
row-00001799,0,0.10620413
row-00001800,1,0.72098661
row-00001801,1,0.88797625
row-00001802,0,0.07848257
row-00001803,0,0.23440620
row-00001804,0,0.09489261
row-00001805,0,0.16001159
row-00001806,0,0.19217576
row-00001807,0,0.08526627
row-00001808,0,0.36423849
row-00001809,0,0.26798303
row-00001810,0,0.24456172
row-00001811,1,0.70327940
row-00001812,1,0.79254369
row-00001813,0,0.49694060
row-00001814,0,0.30155690
row-00001815,0,0.13289427
row-00001816,0,0.33316957
row-00001817,0,0.30766798
row-00001818,0,0.47176809
row-00001819,0,0.13391014
row-00001820,0,0.20306076
row-00001821,0,0.31750069
row-00001822,0,0.15557014
row-00001823,0,0.14660600
row-00001824,0,0.06385492
row-00001825,1,0.46594822
row-00001826,1,0.72698623
row-00001827,1,0.21315796
row-00001828,0,0.06903580
row-00001829,0,0.17648780
row-00001830,0,0.07848216
row-00001831,0,0.34961055
row-00001832,0,0.22915567
row-00001833,0,0.08950537
row-00001834,0,0.44524160
row-00001835,1,0.68276038
row-00001836,0,0.60948257
row-00001837,0,0.34699803
row-00001838,0,0.20198619
row-00001839,1,0.97702813
row-00001840,1,0.57215020
row-00001841,0,0.09522111
row-00001842,0,0.27627595
row-00001843,0,0.04420495
row-00001844,0,0.13135466
row-00001845,0,0.16971153
row-00001846,0,0.08027710
row-00001847,1,0.77488742
row-00001848,0,0.24873063
row-00001849,0,0.49292023
row-00001850,0,0.27751707
row-00001851,1,0.75462431
row-00001852,0,0.31090744
row-00001853,0,0.18586292
row-00001854,0,0.46358094
row-00001855,0,0.05988140
row-00001856,0,0.41301625
row-00001857,1,0.81205665
row-00001858,0,0.30009290
row-00001859,0,0.05267524
row-00001860,0,0.03943921
row-00001861,0,0.38227362
row-00001862,0,0.25131127
row-00001863,1,0.91303622
row-00001864,0,0.25229935
row-00001865,0,0.11955527
row-00001866,0,0.11254007
row-00001867,1,0.82348586
row-00001868,0,0.59255182
row-00001869,0,0.23191314
row-00001870,0,0.43932871
row-00001871,1,0.90333378
row-00001872,0,0.26875067
row-00001873,0,0.68701472
row-00001874,0,0.35918391
row-00001875,0,0.20458829
row-00001876,0,0.05183653
row-00001877,0,0.04666874
row-00001878,0,0.35828933
row-00001879,0,0.46562396
row-00001880,1,0.40899752
row-00001881,0,0.22344245
row-00001882,0,0.13420284
row-00001883,0,0.29927676
row-00001884,1,0.85477557
row-00001885,1,0.57626580
row-00001886,0,0.22407032
row-00001887,0,0.47996011
row-00001888,1,0.65886159
row-00001889,0,0.61213085
row-00001890,0,0.13657396
row-00001891,0,0.06547866
row-00001892,0,0.07779282
row-00001893,0,0.34485388
row-00001894,0,0.44841147
row-00001895,1,0.66729567
row-00001896,1,0.76884141
row-00001897,0,0.27594113
row-00001898,0,0.08266479
row-00001899,0,0.11857405
row-00001900,0,0.48115100
row-00001901,0,0.31139322
row-00001902,0,0.14543394
row-00001903,1,0.82162942
row-00001904,1,0.48576718
row-00001905,0,0.21212825
row-00001906,0,0.07465932
row-00001907,1,0.85846237
row-00001908,0,0.42245659
row-00001909,0,0.15089667
row-00001910,0,0.36288666
row-00001911,0,0.33955801
row-00001912,0,0.11081583
row-00001913,0,0.31883767
row-00001914,1,0.84379840
row-00001915,0,0.25397400
row-00001916,0,0.26857298
row-00001917,0,0.09447528
row-00001918,0,0.57401478
row-00001919,1,0.39126691
row-00001920,0,0.60526789
row-00001921,1,0.72191547
row-00001922,0,0.06981364
row-00001923,0,0.07719061
row-00001924,0,0.27350875
row-00001925,1,0.84628657
row-00001926,0,0.15066362
row-00001927,1,0.84373495
row-00001928,0,0.50490059
row-00001929,0,0.28511011
row-00001930,0,0.05939190
row-00001931,0,0.25675978
row-00001932,0,0.18920165
row-00001933,0,0.18438410
row-00001934,0,0.14959751
row-00001935,0,0.42046984
row-00001936,0,0.15079635
row-00001937,1,0.74650035
row-00001938,0,0.03267515
row-00001939,0,0.65313608
row-00001940,0,0.16161942
row-00001941,0,0.36361137
row-00001942,0,0.09145907
row-00001943,0,0.05935488
row-00001944,0,0.10018709
row-00001945,1,0.87481058
row-00001946,0,0.16982985
row-00001947,0,0.14621405
row-00001948,0,0.27610447
row-00001949,0,0.05706103
row-00001950,0,0.49254592
row-00001951,0,0.06377036
row-00001952,0,0.22255819
row-00001953,1,0.87184230
row-00001954,0,0.26384160
row-00001955,0,0.05347165
row-00001956,0,0.07157700
row-00001957,0,0.39403981
row-00001958,1,0.65777918
row-00001959,0,0.05166399
row-00001960,0,0.24635326
row-00001961,0,0.38766618
row-00001962,1,0.66194197
row-00001963,1,0.89929070
row-00001964,0,0.39836404
row-00001965,1,0.46685822
row-00001966,0,0.42496027
row-00001967,1,0.74022119
row-00001968,0,0.27254317
row-00001969,0,0.30025999
row-00001970,0,0.31701352
row-00001971,1,0.98321924
row-00001972,0,0.17508366
row-00001973,1,0.50357472
row-00001974,0,0.08919719
row-00001975,0,0.33075870
row-00001976,0,0.23694211
row-00001977,1,0.88782686
row-00001978,0,0.45217237
row-00001979,0,0.35827632
row-00001980,1,0.65038492
row-00001981,0,0.32972006
row-00001982,0,0.12492144
row-00001983,0,0.28834851
row-00001984,0,0.19823590
row-00001985,1,0.93361931
row-00001986,0,0.35918336
row-00001987,0,0.28669845
row-00001988,0,0.47437390
row-00001989,0,0.19797972
row-00001990,1,0.61074972
row-00001991,0,0.16318322
row-00001992,0,0.20832776
row-00001993,1,0.74531062
row-00001994,0,0.24874197
row-00001995,0,0.30010938
row-00001996,0,0.46544812
