signal_x,signal_y,context,noise,label
-0.46995023,0.72172747,1.06231593,-0.02122336,0
1.98305580,1.87670942,0.67675058,-0.87864144,1
0.31017094,1.43688052,0.19029522,-1.41298351,0
1.69314427,-0.12502014,-1.47252565,0.10886326,1
-1.65982139,-1.22136856,-0.63904600,0.44530624,1
0.59540685,0.92383798,0.15385299,0.23953912,1
-0.30042348,-1.86596810,0.75476983,0.00959708,0
1.25536880,0.64474887,0.90726797,-1.17691678,1
1.37551397,-1.04976505,0.05326076,-0.39764989,0
-0.18993403,0.07990514,-0.11750525,-0.18894781,0
-1.37081854,-0.17038790,0.61723392,0.76949839,1
0.02780569,-0.50787932,1.46891182,0.83864112,0
1.17880809,-1.38509023,0.52536502,-2.15308006,0
-1.34578167,0.68740571,-0.35193462,0.21345759,0
1.55131535,-1.42185582,0.97304172,-1.00184174,0
-1.16464314,1.81436680,-0.95216029,0.28130345,0
-1.55264686,-1.08844392,0.98195355,-0.32056175,1
1.03571687,-0.20272551,-0.32559183,0.15583754,0
1.64392766,-1.13281544,0.91521020,0.21431971,0
-1.81709163,-1.08718260,0.86687852,0.61397142,1
-0.09029478,1.43876357,-0.93498652,1.67783330,0
0.85233232,-0.33738982,-0.51418306,-0.68453182,0
-1.85016343,-0.34853112,-0.27043003,0.34516691,0
1.18745645,-0.40588115,-0.49671799,1.62108433,0
-0.46241367,-1.54900275,0.03902550,-0.19508135,0
0.55287997,-1.86628856,1.43545591,0.97197664,0
1.11934353,0.21540739,1.04699477,-0.03416456,1
1.83011611,-0.20291452,-1.28736000,0.04090651,1
-0.61424013,-1.05325364,-1.15626113,-0.94050101,1
0.87144601,1.98094265,1.08817256,0.83380895,1
1.77578118,-1.72453331,-0.08912628,1.63917448,0
-0.13468005,1.54777773,-1.14860850,-0.81307045,0
-0.73857024,-0.14787279,-0.41406291,1.28717267,0
0.80921651,-1.65371154,1.38220239,0.76788153,0
-1.32321485,-0.07829924,-0.41656771,-1.26863490,0
0.02782275,-1.52029087,0.37947216,-0.49338569,0
-0.78405020,-1.18100991,-0.67431400,-0.01017079,1
-1.44047769,-0.04468399,0.69878693,0.99560513,1
1.58676550,-1.11853571,-1.28479032,0.71245988,1
1.88592553,0.71246661,1.38358336,0.86908910,1
-0.94110339,0.78382619,0.50064967,-0.36858980,1
0.14770560,1.19738446,0.77421108,0.13575409,1
1.07202002,1.00700221,0.29517558,1.51715121,1
-1.02770729,1.32993047,0.99660298,-0.19945210,1
-0.34604860,-0.06665134,-0.51721436,0.71342640,0
-0.23933049,-0.31099022,-1.07036443,-0.06263249,0
1.81796621,-1.13658153,0.45949495,1.00178442,1
-1.54667191,0.83176749,-0.71949369,-1.19687128,0
1.74798810,-0.85464388,1.09950195,-0.91728144,0
1.39228155,0.30291669,-0.77366771,-1.52542877,1
0.11517319,0.77870202,1.31790564,-1.36628293,0
-1.75961218,1.56831992,-0.82122698,0.32533936,0
-1.74721387,1.23227653,0.68058715,0.19371004,1
1.39077079,-0.14203789,0.27560037,1.50867559,1
0.07828405,0.56438481,0.65479252,-1.36438939,0
0.09171114,-0.05069837,-0.83068013,0.87772912,0
-0.38801410,-0.12250754,-1.42222921,0.85500556,0
-0.35385612,-0.05899050,0.63953429,0.46309573,0
1.80535835,1.61088184,0.34015404,-0.67783022,1
-1.12211266,1.10468608,0.56444773,-0.45657627,1
0.42575812,-0.26119987,0.69964392,1.86554383,0
-0.75698481,-1.02914449,1.33538246,-0.45817354,1
-1.70660716,-0.36832887,0.40607635,-0.07444514,1
-0.32302381,-1.92925467,0.89137746,-0.80538901,0
1.50268196,1.05049341,-0.48566161,-2.07238493,1
-0.52901198,1.64603439,-1.38042416,0.20337604,0
-0.01145955,0.67245728,0.27063645,1.38173112,1
1.56824797,-1.88631665,0.64480019,-0.41122485,1
1.27870834,1.14072643,-0.21684809,-1.22133453,1
-0.31536749,-1.64414996,-0.72466434,-0.28071199,1
-0.41762341,1.09277294,-0.78503908,-0.71448590,0
1.96284306,0.07579624,0.51020496,0.03772045,1
-1.82182401,-1.72264597,-1.23102115,-0.15975074,1
-1.47908730,-0.44966603,-0.33226316,-1.40205973,0
0.79880859,0.34651776,0.81290745,-0.45487463,1
-0.99218318,0.85467985,-1.42662027,1.22856940,0
-0.19600371,-0.04102175,-0.18261453,0.23672351,0
-1.44139347,-0.38260748,0.92244430,-1.51073122,1
0.36408706,0.24176889,1.09794982,0.25963643,1
0.86895781,1.68089978,-0.32905113,0.29621901,1
0.38342205,1.99563330,-0.80949677,0.77324438,0
1.61498494,-1.34459724,0.01535168,0.71834412,0
-1.01374548,-1.35395007,0.59341044,-0.59083324,1
-0.96475005,0.80608947,0.55259093,-1.81006289,1
-0.04608222,0.56823443,0.64703078,-0.75895704,0
1.17567097,-1.66811499,1.38141691,0.99249486,0
-0.22741073,1.05800441,0.50119922,-2.01014426,0
0.80048539,-0.05165085,-0.98514653,1.86013923,1
-0.86628072,1.57433097,0.40002448,0.94555038,0
-0.75715555,1.46558405,-0.16801553,-1.08055031,0
0.97993971,-0.82930563,0.87933440,-0.32627462,0
-1.70350684,-0.51002345,0.03640303,0.11764546,0
0.02529033,1.98198178,0.12767792,-0.61423324,0
-0.02303412,-0.96583670,-0.84747284,1.06685894,0
0.62520222,0.42967476,-0.57903320,-0.47655542,1
0.31575070,1.18010118,1.24588908,-0.03220840,0
1.28183447,0.34689534,-0.07755071,0.47100692,1
1.11056352,-0.05994707,-0.37935082,-0.32256841,1
-0.68487246,0.88639263,-1.05319618,1.13795729,1
1.37886405,0.19032561,1.07911696,-1.14079992,1
0.89544255,0.48792787,1.10401444,0.09127666,1
1.35383719,0.75164341,0.52608928,-0.30326017,1
1.99546184,0.10730597,-1.36319307,-0.35985678,1
-1.72628592,-1.29541039,1.30270142,-0.23267646,1
1.95288669,-0.33862108,1.10751085,0.55789032,0
-0.22314226,-1.57677999,0.40735766,2.61898864,0
-0.96149713,1.18582623,0.04385238,-0.69220483,0
-1.83086562,0.08483168,-1.45460684,-0.44854787,0
0.99263114,0.51261903,-0.87546880,-0.46751195,1
-0.21316223,0.75139378,-0.90797412,-0.97694584,0
0.66859890,1.87393676,-0.99451157,0.12308171,1
0.99889204,-0.77695666,1.38685431,0.39846302,0
0.35010358,1.48313267,-0.59975658,1.32677073,0
1.74266529,1.75393824,-1.10784782,0.96646773,1
-1.93382160,-0.63303392,-0.20914492,-0.97404688,0
0.49965672,1.05365127,1.22747844,-0.50617419,1
1.54546161,-0.88262350,-0.50608819,-0.85634963,0
1.28597182,-1.31767892,-1.05430636,0.75950118,1
1.46137203,1.49115610,-0.42288904,0.67330153,1
1.93690014,0.93426148,-1.28432686,-0.97292313,1
-0.89608589,1.77056861,-0.41826624,-1.02171049,0
1.73388472,-0.40270037,-0.29589160,1.07766712,0
0.43743728,-1.22022137,-1.46477588,0.17203911,1
-0.32480639,0.99218009,-0.59978165,-1.86481311,0
-0.43809807,1.30875081,1.31860330,-0.32326689,0
0.25213607,-0.08760663,-1.46424282,-0.25645399,0
-0.42233451,1.61312319,-0.93360831,0.63517213,0
0.42740851,1.66709467,-0.67362049,-1.73967386,0
-1.70644160,1.84133971,1.17964979,0.35947117,1
-0.35121509,0.43999787,0.25525712,-0.30635514,0
-0.19297112,-1.17794608,-0.21685629,0.26634041,0
-0.56665702,0.86278320,1.18547441,0.90947375,0
-1.36034145,0.29947717,0.78588052,-0.10957629,1
-1.24414386,-0.09230621,-0.11121489,0.70022250,0
-0.29166087,-1.56941942,-0.57126187,1.43340010,1
-0.68576007,1.99404469,1.34636360,-0.19278623,0
-0.17972034,-0.91678354,-0.82224815,-0.55864961,0
1.67424585,0.61212063,1.29487573,-1.06151455,1
0.63118265,1.36689986,0.94992021,-1.03575033,1
1.85464822,-0.47014734,0.57325677,0.26022071,0
-0.73921477,-1.75728399,-1.10075518,-0.96799222,1
0.88563012,-1.20348189,0.24257443,1.37695045,0
1.80934657,0.23135177,-0.50677645,1.75368967,1
-1.83160352,1.20759195,-0.49756132,1.08721420,1
-0.49431064,-1.48494012,1.43048605,-0.01017551,0
-1.71386717,-1.83546451,0.62162604,-0.09895922,1
0.30623616,-1.74773224,1.14177454,0.78525121,0
1.54854204,0.43799056,1.29266328,-0.05851710,1
0.29450010,1.41883801,-0.32950331,-1.29068525,0
-0.87340375,-0.69217455,1.01679503,-0.26364810,1
-0.49275990,-0.05053108,1.02980285,0.19201390,0
1.13475087,-0.27854921,-0.19380419,0.84518634,1
-0.47009552,1.32011888,-0.25787075,1.24812642,0
-0.66576799,-0.04646139,-1.01078964,-1.01712855,0
-1.80601494,1.08198733,0.25123720,-1.97491518,1
-0.13692781,0.96514933,-0.47139768,-0.59345490,0
1.89892132,1.30142520,0.69509005,-1.22750393,1
0.04107658,-1.37864186,-0.49152164,-0.03935415,1
1.25367245,-0.61731237,-0.38677371,0.28508064,0
1.53909438,0.76939702,-1.30415056,-1.03960144,1
-1.85231719,-0.64119969,1.20672899,2.72356524,1
-1.02693326,-1.27515163,0.78616033,-0.80510805,0
1.65478946,-0.85074835,0.78809116,-0.01603436,0
1.65969423,-1.76470954,0.51861040,-1.14320179,0
0.70903642,-0.08285545,0.49598361,1.20136074,1
1.84905362,1.80341237,-0.81546025,-0.91079342,1
0.72947078,0.71104346,0.61791608,-1.45396915,0
0.55070320,-1.51937224,-1.20151206,2.04827999,1
-0.11160605,1.90393148,1.04881129,0.08127910,0
0.19064433,1.17148548,-0.69896380,-0.58605891,0
-1.63234762,-0.97843490,-1.30100723,-1.20314730,0
-1.49095500,-1.12308000,-0.78821949,-0.62417230,1
0.95925949,0.09936292,-0.05528532,0.57559842,1
0.55028116,1.45776574,0.98849227,1.17477338,1
-1.79166855,-0.24907598,-0.95392841,-0.42232692,0
-0.40180003,1.61270992,0.23300755,-0.18307971,0
0.41011834,-1.44766496,-0.57873448,-0.05523943,1
-0.49636445,0.57656528,1.32385514,-0.12187485,0
-0.73654967,-1.81709535,1.14680891,0.14062144,1
0.33562597,-1.07857395,-0.92575942,0.30052266,1
0.52135961,-0.73284317,-0.69950494,0.12264419,0
1.65064650,1.69970557,0.54219673,1.10703851,0
1.19664736,-1.09448382,-0.73454362,-0.31665468,1
-0.73523739,0.14218867,-0.87261483,0.92414065,0
1.67123929,-1.55373727,-0.48233462,-0.50927204,1
0.15729791,-0.41950532,1.18982602,0.46402908,1
-1.60776991,1.31143422,0.32461668,1.17943085,1
0.44808220,1.99436607,-0.90739194,1.10819421,0
-0.05858157,0.64144974,0.16183969,-0.13828395,0
1.32214452,1.60112760,0.67578439,0.31535629,1
-1.98449478,1.88497220,1.07857502,1.13025034,1
0.37929820,1.79215598,0.14570389,0.62833805,0
-1.66178945,1.96257084,-0.80693809,-1.12165561,0
-1.26529336,0.80501030,-0.53235711,0.20403713,0
-0.00943161,-1.52361322,1.33015435,2.45651895,0
-1.82617360,0.94022796,0.33666418,1.05569312,1
1.56272673,-0.79074631,-0.25271809,1.06821078,0
1.92381858,-1.06901041,0.47522706,0.68582320,0
-1.65763150,1.77640278,-0.69972269,0.38099038,0
1.10020192,-0.49940206,0.33855307,-0.35175666,0
1.76569992,0.17793181,0.52067510,0.57862699,1
0.95280541,-1.90219775,-0.99068133,0.79567450,1
1.35231430,-1.48288920,-1.25234341,-0.81694296,1
-1.77644068,1.64116576,-0.84681103,-0.28626679,0
1.54524545,-1.08546326,0.44511499,-0.48149328,0
-0.42142259,0.39598561,0.83621084,-0.30584000,0
-1.16047686,-1.66932622,0.83227494,1.27940113,1
-1.16139621,1.06185734,0.81527403,-0.44698440,1
-1.85742408,0.57215963,0.95749997,0.76159646,1
-1.37502025,-0.81830728,0.33623813,-0.56590816,0
-1.90938337,-1.79845695,-1.19930962,-1.48967989,1
-0.61901747,-1.41145076,-0.61866251,-0.26151023,1
0.11722305,0.88149748,-0.99304072,-0.39847402,0
-1.96123002,0.20084880,-0.02611278,-1.65076310,0
-1.24767187,-0.53813685,0.18914550,0.89000266,1
0.75285534,0.79889583,-1.26689057,-0.19248258,1
-1.53631234,-1.60538527,1.02060230,1.56110811,1
-1.02480826,1.10900422,-0.37955585,-0.43686113,0
1.12838040,-1.95115615,0.63445318,-0.77036901,0
-0.31073914,0.86304270,-0.74158547,0.02926000,0
1.35070547,-1.18775423,1.30161742,0.36489056,0
1.37393957,-1.05175305,0.03718840,-0.66043815,0
-0.09654061,1.76394553,0.44473341,0.59224836,1
1.33589009,0.51138073,-0.75853264,1.45724847,1
0.57105149,-0.10490007,-1.11709782,-0.99124482,1
1.88916320,1.44736265,-1.49889450,-1.13598765,1
-1.06144150,0.98257760,0.44786531,-0.07568491,1
0.08790802,0.90110273,1.47609062,0.47506632,0
0.15674370,1.77230346,1.44730228,0.00211504,0
0.24068524,-1.18842812,-0.55531266,0.68711328,1
-1.68468502,1.84230690,1.06189692,-2.39323963,1
1.22219648,1.29887054,1.09492196,1.13122684,1
-1.78944023,1.06576896,0.38166267,0.48005128,1
-1.38378462,0.73517615,0.42810927,1.76711078,1
-1.61807481,-0.68180628,0.77320237,-0.02087123,1
-1.64842186,0.09651573,0.55695151,-0.83134164,1
-0.75620808,-1.58667522,0.63053748,-1.73451368,1
-0.97720352,-1.02345988,-1.37855842,-1.36932579,1
-1.32567584,1.83782551,0.33011454,1.26231121,1
-0.32872375,-0.44120648,0.09882768,-0.49039745,0
-1.32392895,1.22180353,0.29953722,0.29631998,1
1.82208593,-0.49317054,-0.14963965,1.05068953,0
-0.32975883,0.00264186,1.13521506,0.22404003,0
-0.33061576,-1.17208848,-1.40742668,0.75460198,0
-0.90753600,0.94040228,-0.73111537,-0.23002284,0
0.21089735,1.83862200,0.88964060,-0.98843994,0
0.80501386,0.74624435,-0.24591174,0.74772663,1
0.97787378,-1.34414865,-0.12662930,-0.03752253,0
0.81168912,-1.44949526,0.18138604,-1.07105636,0
-1.45977197,-1.17879928,0.94671755,0.87060474,1
-1.73788753,-0.49106126,0.71937558,-0.27089322,1
1.85720137,-0.52836601,-0.44689804,-0.03176595,0
0.62930854,-1.36069007,-0.58346959,-0.09842916,1
1.03118342,-1.34945635,-0.42552956,0.47770791,1
-1.98162085,0.65072773,0.43374787,-0.64529038,1
1.41538190,-1.23141905,-1.41742100,-0.97176224,1
0.01602836,1.99971863,0.23943106,-0.49958889,0
-1.07055745,-1.64216695,-1.04657870,-2.41830924,1
1.86397668,-0.18189328,-0.06999547,0.36755406,1
-1.65306778,1.57080619,-1.42143661,0.99517509,0
-1.18649278,0.45299431,-0.62775146,0.57447963,0
-1.02468083,1.26991913,-0.75569923,-0.84935380,0
1.02002964,0.10778909,1.42809160,0.16173865,1
-0.85578588,0.07500778,-0.13553599,0.49254311,0
0.25289737,1.21845625,-0.75740210,1.03583488,0
1.10766413,0.62213544,-0.44675181,-0.05205306,0
1.35771009,-0.81277629,-0.84902333,-0.50700461,0
1.53071793,1.09830387,-0.78748487,1.34192318,1
0.95280545,-0.11674095,0.15831763,0.17438591,1
1.73027430,-1.11410233,0.07739745,-0.53812556,0
-1.70874670,-0.28951972,1.18735105,0.29283435,1
0.81248329,-1.23552587,0.75683840,0.41073952,0
-1.73814335,1.37170247,-0.15410177,-0.23507251,0
1.02333366,-0.78103456,-1.06065238,0.78994606,0
1.92994361,0.24313066,-0.66345111,-1.82615392,1
0.45764594,-0.41518215,0.52411316,-0.50234283,0
-0.22021306,1.54399778,-0.50891028,-0.18867651,0
0.37087650,-0.26828765,-1.27929144,-0.81225501,1
0.38022897,1.99285343,1.38796920,-0.88353907,0
-1.15966684,1.95237294,1.42125331,0.20964465,1
0.97373588,1.39094906,-1.23147499,-0.58173103,1
-1.33684067,1.18782518,0.48234829,1.66492584,1
-0.64913526,-0.73730655,1.31719167,-1.07081478,0
-0.16871774,1.59946855,-0.43021879,1.25596346,0
-0.45089867,1.81679822,-0.05032578,0.14171348,1
1.41652670,-1.19382258,0.82054650,1.74009095,0
-0.94744415,-0.34886268,-1.36968579,-0.86857609,1
-0.12291227,0.27285277,0.42616387,1.52840563,0
1.56858036,-1.21603651,1.20578548,0.48911391,0
-1.34492365,1.97403097,-0.01196050,-0.17185079,0
0.40629861,0.47230379,-0.80937009,-0.71764110,0
-0.15129638,0.66218948,1.18093905,-0.92792180,0
-0.32372668,0.08975118,1.35821547,0.33394213,0
-0.63314179,-1.84242774,-0.62361814,0.64894880,1
-1.62409622,0.73305103,-0.42739611,0.77266024,0
-1.08119534,-0.37531186,1.14147435,-1.16427217,1
-1.53940375,-0.75407386,1.49322338,-1.38624295,1
-0.42582987,-0.31664556,1.41660803,1.53347700,0
-0.97278282,1.53675779,0.31227557,-0.87149075,1
-0.52760055,0.55745046,1.04561311,0.99768611,0
-0.44916742,0.36251976,0.81701534,-1.03961480,0
0.09542516,-1.26271033,-0.28767133,1.46176498,1
-0.40567065,-1.39841975,-0.17459297,0.49785245,0
-1.68296523,-1.68252352,0.65597002,0.61446224,1
0.08467679,0.11613536,0.45941559,1.90510008,0
-0.33250406,1.73363561,-0.63289568,-1.04368976,0
-0.89472510,-1.35917710,-1.31448253,-0.76154792,1
-0.30177518,-0.64393810,-0.24451355,-0.25454485,0
-0.67284363,1.04927736,0.38676791,0.21255822,0
1.83938683,0.84410586,-1.03206587,0.78689273,1
1.97025299,-0.99486975,0.48923975,-0.66116790,0
-1.03527897,0.06387323,-0.85761939,0.27157378,0
-1.55375165,-0.84825431,-0.74963214,1.54320090,0
-0.00688252,0.49894305,0.48054975,0.92415074,0
1.40146772,-0.84867163,-0.71637659,-1.28983370,0
0.99179709,0.94207500,-1.30547352,-0.73574281,1
-1.35850698,-1.63289232,1.26162647,-2.26875540,1
1.55546454,0.35442218,1.48429216,-0.66144971,1
-0.03972321,-0.37398766,-1.19407573,0.03722421,0
-0.04369299,0.90782155,-0.53636781,-1.69917942,0
-1.30989701,-0.08166858,-1.12599946,-0.90063438,0
0.04666498,-1.81400793,-0.75430800,-0.76046435,1
1.45748765,-1.78502132,-0.67039690,0.28071975,1
1.79992682,0.88651033,1.13970221,0.61923359,1
1.50689292,0.99147506,0.18976539,-0.78688858,1
-0.11953924,0.09768998,-0.87928433,1.68891196,0
-0.72272809,-0.57329799,-0.99127606,-0.53315646,0
1.35694626,0.27734965,-0.18729174,2.10518299,1
-1.10485162,0.14465088,-0.69942625,-0.20781570,0
-0.60489567,-1.30408096,0.29910027,1.74695316,0
-1.06277340,-1.58373184,-1.05102106,-0.92616569,1
0.51563964,-0.09478752,-1.05527320,-1.22894289,1
-0.75608919,0.56804286,-0.36781360,1.57158675,0
0.77350109,-1.51378441,-1.49326476,-0.52056424,1
1.51588544,-0.67298957,-1.29311524,0.32207913,1
1.43735016,0.45582250,-0.57576854,-0.11022395,1
-1.86220432,-1.78692949,-0.64105368,0.39602427,1
1.74613585,-1.04416486,-0.91352824,1.79390716,1
-0.91490416,1.71031014,-1.31290098,-0.40428986,0
-1.45449767,-1.47853415,-0.44131826,-1.86501067,1
-1.92674473,-1.23279929,0.78681059,-1.55829322,1
0.96693576,0.02002328,-0.62975345,-0.08035012,1
-0.64251354,-1.40927281,0.98022414,1.30507852,0
1.31538156,1.94617868,0.51678776,0.22159564,1
1.69823646,-1.26290412,0.41789825,1.15460748,0
1.10537277,-1.68052757,0.79877170,0.71688973,0
-0.48508146,-0.93044852,0.55003004,0.79089089,0
1.61014882,-0.58329594,0.82849665,0.82571912,0
-1.40331791,0.40268637,-1.03014252,-1.44222471,0
1.70518930,-0.00780969,0.54532040,0.70549723,1
0.20917804,-0.06954157,-0.86524445,1.01789839,0
0.08301137,-0.64487346,0.94518697,-0.12173509,0
-1.14220606,1.10414154,1.29283082,1.02706704,1
-1.97224118,1.52520021,0.05528846,1.49325100,0
-1.20690744,-0.42591795,-1.46868129,-0.13292170,0
1.51566294,0.07927110,1.19530928,-0.60409983,1
0.92826969,1.80347107,0.55279593,0.35173814,1
-1.09484805,-1.21144971,0.50145893,1.27724149,1
1.71458430,1.71213372,0.61378263,1.36181534,1
-1.81819203,-0.02122212,0.30349990,0.10276148,1
-0.91894549,0.28670718,0.76151245,-0.73585591,1
-1.00005994,-0.00585009,-1.10958074,0.60668658,0
1.75819978,0.01861672,0.14414561,-0.31844703,1
1.81546441,1.65215891,0.00074812,-0.55833477,1
-0.47078284,-1.02715225,-0.41718289,-1.25726745,1
1.02461039,0.49355756,0.39377245,0.63129766,1
-1.61841708,0.16985484,-0.22644683,-0.03083496,0
0.22684283,1.85774819,0.33555313,-0.82448762,0
1.90598340,1.23990051,-0.33055169,-0.40365831,1
-0.86705013,-1.87085341,1.28752649,-1.16065511,1
-1.42416424,-0.18267051,0.47889885,0.93250640,1
0.02751414,-0.70545356,-1.04635832,0.99732790,0
-1.15521181,0.37850133,0.12555863,0.14095251,0
0.27027152,-1.96569319,-1.41336531,0.06821375,1
1.15104583,0.27292982,1.10225351,-1.43317003,1
1.60418041,-1.37754896,0.20691932,0.39625100,0
-1.09640453,-1.35195432,-1.31613394,0.08713863,1
0.23216323,0.70229690,-0.67422039,-0.28865305,0
-1.77323752,-1.08536163,1.23142877,-0.26073557,1
0.51203636,0.62922684,0.28228251,1.04568628,1
0.58685684,0.93117698,-0.45089533,1.10572356,0
1.78233787,-1.19216791,-0.70831477,0.40164223,1
-1.82285182,0.22154102,-0.69287158,-0.75092774,0
1.57503119,-0.05525373,-0.38934509,-0.85638800,1
1.66398725,-0.24890802,-0.96641575,0.33593709,1
1.58228974,-0.54671855,1.14805683,-0.15220568,0
0.47733189,-0.62115997,1.38797110,0.41236546,1
1.05007098,-0.63078730,-0.95002771,-0.82292761,1
-1.53145580,-1.48778244,0.30858172,-1.69342044,1
0.60534612,1.46897761,1.10601028,0.99218014,1
0.30057785,-0.75204231,1.12524202,-0.19441920,0
0.50640652,-1.13755785,-1.21970235,-0.36192434,1
1.02218264,1.50455422,-0.18631125,-0.26466263,1
-1.25724235,-0.63211243,0.10392204,1.02217962,0
0.36854067,1.39414024,0.75131288,1.57809893,0
0.51254143,-0.47989663,0.13245160,-1.22321099,0
1.49787009,0.68953482,-0.59951276,-0.25108960,1
1.15881007,-1.77622391,1.12573767,-0.91471696,0
1.77592943,0.71052982,-0.30326143,0.34184203,1
-1.92738627,-1.40335325,-0.92095375,0.73120989,1
-0.01001444,1.57434036,-1.39210374,2.26054819,0
1.52790899,-0.86478954,-0.52817899,-0.59075015,0
