assignment_z,treatment_d,outcome,compliance_type,d_if_z0,d_if_z1,oracle_treatment_effect
0,0,50.87800251676315,complier,0,1,2.0
1,0,45.74631199160762,never,0,0,-3.0
1,0,44.28705477523105,never,0,0,-3.0
1,1,68.87937595714327,always,1,1,12.0
1,1,69.39948584563786,always,1,1,12.0
1,1,53.364047222182016,complier,0,1,2.0
0,0,50.80330438440914,never,0,0,-3.0
0,1,68.08570428599072,always,1,1,12.0
0,0,45.00102686713957,never,0,0,-3.0
0,0,49.11179117989927,complier,0,1,2.0
1,1,50.84769109800061,complier,0,1,2.0
0,1,69.00766591839252,always,1,1,12.0
1,0,45.756553049777274,never,0,0,-3.0
0,0,46.99792864611553,complier,0,1,2.0
1,1,66.52579029514662,always,1,1,12.0
1,1,51.78009673760696,complier,0,1,2.0
0,0,56.02690747882069,complier,0,1,2.0
0,1,69.19312852438475,always,1,1,12.0
0,0,47.05150270101223,never,0,0,-3.0
1,0,46.15526777118634,never,0,0,-3.0
1,0,46.233380195002326,never,0,0,-3.0
1,0,45.85728301896452,never,0,0,-3.0
1,1,52.62768996812556,complier,0,1,2.0
0,0,46.805954830324076,never,0,0,-3.0
1,0,46.07608340073674,never,0,0,-3.0
1,1,51.151356638069075,complier,0,1,2.0
0,0,48.80564275614544,never,0,0,-3.0
0,0,46.35553412613657,never,0,0,-3.0
0,1,67.30066523261956,always,1,1,12.0
1,1,52.05779497467778,complier,0,1,2.0
1,1,50.246221102545505,complier,0,1,2.0
0,1,70.63850224621008,always,1,1,12.0
1,0,45.13414894496079,never,0,0,-3.0
1,0,44.48169933652239,never,0,0,-3.0
0,0,48.25734096748011,complier,0,1,2.0
1,1,70.39009215268112,always,1,1,12.0
1,1,69.90445183026976,always,1,1,12.0
1,0,43.790819671708235,never,0,0,-3.0
1,1,53.719532504557115,complier,0,1,2.0
1,1,56.51243493415833,complier,0,1,2.0
1,1,69.53994591461064,always,1,1,12.0
0,0,48.96422729779058,never,0,0,-3.0
0,0,46.41754222538514,never,0,0,-3.0
1,0,43.87108624649991,never,0,0,-3.0
1,1,52.44567128593888,complier,0,1,2.0
1,0,45.42995507238069,never,0,0,-3.0
0,0,44.478117455944634,never,0,0,-3.0
0,0,45.221257081683895,never,0,0,-3.0
1,0,45.65208842499546,never,0,0,-3.0
0,0,45.31769478837589,never,0,0,-3.0
0,1,69.91331923347165,always,1,1,12.0
0,0,47.11822060677354,never,0,0,-3.0
1,0,47.92325586103999,never,0,0,-3.0
1,0,47.40602952052364,never,0,0,-3.0
1,1,66.29133866397244,always,1,1,12.0
1,0,45.662720869964375,never,0,0,-3.0
0,0,50.04038341657589,complier,0,1,2.0
0,0,39.903243045363496,never,0,0,-3.0
1,1,51.34808125384673,complier,0,1,2.0
1,1,69.51474302312862,always,1,1,12.0
0,1,67.36980050483052,always,1,1,12.0
1,0,49.32682712342603,never,0,0,-3.0
1,1,52.87841049614764,complier,0,1,2.0
1,1,51.28652751912325,complier,0,1,2.0
0,1,69.04963139328447,always,1,1,12.0
1,1,52.504319478219884,complier,0,1,2.0
0,0,49.27308322795674,complier,0,1,2.0
0,0,49.33203033777512,complier,0,1,2.0
1,0,48.17326051232025,never,0,0,-3.0
1,0,49.75945073174326,never,0,0,-3.0
0,0,45.84885990304695,never,0,0,-3.0
0,1,71.39167435931115,always,1,1,12.0
0,0,50.60547051830078,never,0,0,-3.0
1,1,52.33653016116493,complier,0,1,2.0
1,1,49.15910661584156,complier,0,1,2.0
1,0,48.38684625824575,never,0,0,-3.0
0,0,46.48409964783872,never,0,0,-3.0
1,0,47.80975283868291,never,0,0,-3.0
0,0,48.679531812854385,complier,0,1,2.0
1,0,47.0549886573993,never,0,0,-3.0
0,0,47.74384707624528,never,0,0,-3.0
0,1,71.01100838476243,always,1,1,12.0
1,1,49.701114442976845,complier,0,1,2.0
0,0,44.11219856106647,never,0,0,-3.0
1,1,53.45796752528788,complier,0,1,2.0
0,1,68.2493881110899,always,1,1,12.0
1,0,44.343752203620575,never,0,0,-3.0
0,0,48.2198509025918,never,0,0,-3.0
1,0,48.02084712718593,never,0,0,-3.0
0,0,50.55283261004413,complier,0,1,2.0
0,0,46.84673809673713,complier,0,1,2.0
1,0,44.68668064972951,never,0,0,-3.0
1,1,51.38347196368275,complier,0,1,2.0
0,0,50.063545668825,complier,0,1,2.0
0,1,68.27870391262135,always,1,1,12.0
0,0,50.59103158856717,complier,0,1,2.0
0,1,70.01825164898588,always,1,1,12.0
1,0,44.11012087310317,never,0,0,-3.0
0,0,47.83717763314502,never,0,0,-3.0
0,1,70.36582163572022,always,1,1,12.0
0,0,44.689459970931615,never,0,0,-3.0
0,0,45.253810035916246,never,0,0,-3.0
1,1,50.356213055135164,complier,0,1,2.0
1,1,50.952043306415185,complier,0,1,2.0
0,1,68.85217622275407,always,1,1,12.0
1,1,51.02447104907612,complier,0,1,2.0
1,1,67.10680945774328,always,1,1,12.0
1,1,67.74883471262483,always,1,1,12.0
1,0,43.436882539035224,never,0,0,-3.0
1,0,44.81346018202617,never,0,0,-3.0
0,0,48.5869369324693,complier,0,1,2.0
1,1,55.26213018539442,complier,0,1,2.0
0,0,46.671593716056854,never,0,0,-3.0
0,0,50.890114725883464,complier,0,1,2.0
1,0,47.75001433666675,never,0,0,-3.0
0,0,47.89359215910823,never,0,0,-3.0
1,1,51.44555713446881,complier,0,1,2.0
1,1,67.44151325651187,always,1,1,12.0
1,0,44.10004461572438,never,0,0,-3.0
0,0,50.97960921699446,complier,0,1,2.0
1,1,66.48767462278458,always,1,1,12.0
0,1,69.35663392075965,always,1,1,12.0
1,1,52.34537899925214,complier,0,1,2.0
0,1,66.26351517329786,always,1,1,12.0
0,0,46.69304735615801,never,0,0,-3.0
0,0,46.033076861417676,never,0,0,-3.0
0,1,68.80014109402433,always,1,1,12.0
1,0,47.516171390475044,never,0,0,-3.0
0,0,44.976025011242385,never,0,0,-3.0
1,1,52.65965111151697,complier,0,1,2.0
0,0,46.41458649410252,never,0,0,-3.0
1,1,69.33868940380525,always,1,1,12.0
1,1,51.82539557852298,complier,0,1,2.0
0,1,69.48162561677404,always,1,1,12.0
0,0,48.82435809983342,complier,0,1,2.0
0,0,48.79934632022395,complier,0,1,2.0
1,1,64.54780892276781,always,1,1,12.0
1,1,68.4193162278504,always,1,1,12.0
1,0,43.54443275472466,never,0,0,-3.0
1,0,47.63666784505123,never,0,0,-3.0
1,1,49.42732302311681,complier,0,1,2.0
0,0,49.76222052509496,complier,0,1,2.0
1,0,45.19343527778321,never,0,0,-3.0
1,1,66.5015889194486,always,1,1,12.0
1,0,40.90179396235821,never,0,0,-3.0
0,1,69.26380767793228,always,1,1,12.0
1,1,68.43725725144346,always,1,1,12.0
1,1,48.29241608769562,complier,0,1,2.0
1,1,68.61606336659965,always,1,1,12.0
0,0,50.89694288107303,complier,0,1,2.0
0,0,43.06236410394798,never,0,0,-3.0
0,0,42.78932497416211,never,0,0,-3.0
1,0,47.551391609086444,never,0,0,-3.0
1,1,50.9037620120504,complier,0,1,2.0
0,0,46.6416728058807,never,0,0,-3.0
1,1,66.24381968370463,always,1,1,12.0
0,0,47.634984189054954,complier,0,1,2.0
1,1,68.06480663863822,always,1,1,12.0
1,1,54.60536152445348,complier,0,1,2.0
1,0,43.35617329604592,never,0,0,-3.0
0,1,70.5832071487141,always,1,1,12.0
0,0,44.56357533569395,never,0,0,-3.0
0,0,45.054247900384624,never,0,0,-3.0
1,1,69.21061624518578,always,1,1,12.0
0,0,46.60071786122999,never,0,0,-3.0
1,1,70.08274784247111,always,1,1,12.0
0,0,46.69434477835538,complier,0,1,2.0
0,0,49.78471857486718,complier,0,1,2.0
1,0,47.77018506230012,never,0,0,-3.0
1,1,69.42308519747152,always,1,1,12.0
1,1,52.56813020620065,complier,0,1,2.0
0,0,45.14307506161122,never,0,0,-3.0
1,0,42.66464898953772,never,0,0,-3.0
0,0,50.83162493317798,complier,0,1,2.0
0,0,50.43610780845806,complier,0,1,2.0
1,1,72.13085448597649,always,1,1,12.0
0,1,66.94840227282884,always,1,1,12.0
0,0,45.96963628899061,never,0,0,-3.0
1,0,48.18076950806512,never,0,0,-3.0
1,0,48.963536956477604,never,0,0,-3.0
1,1,53.818349773955184,complier,0,1,2.0
1,1,69.04514725067764,always,1,1,12.0
1,1,53.52183898580441,complier,0,1,2.0
0,0,53.58641961855165,complier,0,1,2.0
0,1,68.91442181076738,always,1,1,12.0
0,0,50.93806295596089,complier,0,1,2.0
0,0,43.324556657535275,never,0,0,-3.0
0,0,43.92246961473213,never,0,0,-3.0
1,1,66.70650115487805,always,1,1,12.0
1,1,68.55024487658665,always,1,1,12.0
1,1,53.39340983448029,complier,0,1,2.0
0,0,47.37399008635385,complier,0,1,2.0
0,0,46.94293731047012,complier,0,1,2.0
0,0,44.55309650329741,never,0,0,-3.0
0,1,63.720108771878294,always,1,1,12.0
1,1,71.3088070397376,always,1,1,12.0
1,0,46.144365621633156,never,0,0,-3.0
1,1,52.280659745988046,complier,0,1,2.0
1,0,51.39263483075214,never,0,0,-3.0
1,1,68.31770723095775,always,1,1,12.0
0,0,46.86986512452441,never,0,0,-3.0
1,1,53.81230624696129,complier,0,1,2.0
0,1,65.41171715078704,always,1,1,12.0
0,0,44.452828733269484,never,0,0,-3.0
0,1,70.33140346835201,always,1,1,12.0
1,0,46.239884446301325,never,0,0,-3.0
0,0,47.800895814303004,complier,0,1,2.0
0,0,43.429727220478824,never,0,0,-3.0
1,1,53.01139720624479,complier,0,1,2.0
1,1,52.48899901086465,complier,0,1,2.0
1,1,67.21940774408584,always,1,1,12.0
1,1,49.651388618177215,complier,0,1,2.0
0,1,70.55013993620267,always,1,1,12.0
1,1,48.152724872366036,complier,0,1,2.0
1,1,52.500015778629084,complier,0,1,2.0
0,0,47.66117405028944,never,0,0,-3.0
0,0,47.56091396141326,never,0,0,-3.0
1,0,46.963261514099806,never,0,0,-3.0
1,1,71.14393480943457,always,1,1,12.0
0,1,68.54021011231352,always,1,1,12.0
0,0,52.87887950589648,complier,0,1,2.0
1,0,47.04873767504333,never,0,0,-3.0
1,1,53.478220953110714,complier,0,1,2.0
1,1,69.30403109593085,always,1,1,12.0
0,0,49.767672677297064,complier,0,1,2.0
1,1,68.64643375432706,always,1,1,12.0
1,1,65.89206508076461,always,1,1,12.0
1,1,51.03465543647564,complier,0,1,2.0
0,1,68.89710681051034,always,1,1,12.0
0,1,67.6165107823663,always,1,1,12.0
1,1,55.25923504433894,complier,0,1,2.0
1,0,47.534873928729596,never,0,0,-3.0
1,1,71.89552947367957,always,1,1,12.0
0,1,69.58821061752914,always,1,1,12.0
0,0,44.67103522393237,never,0,0,-3.0
1,1,51.570608502162834,complier,0,1,2.0
1,0,45.84113906536535,never,0,0,-3.0
1,1,72.2715516008113,always,1,1,12.0
1,0,47.81777023230776,never,0,0,-3.0
0,0,47.697369616378296,never,0,0,-3.0
1,1,51.38191054453706,complier,0,1,2.0
0,0,44.981580736518794,never,0,0,-3.0
0,0,50.11055345120893,complier,0,1,2.0
1,1,73.69779592518735,always,1,1,12.0
1,1,68.4512902457802,always,1,1,12.0
0,0,50.843803259180866,complier,0,1,2.0
1,0,44.536498057816125,never,0,0,-3.0
1,1,53.73328863434908,complier,0,1,2.0
0,0,46.80951928960189,never,0,0,-3.0
1,1,68.2882474894438,always,1,1,12.0
0,0,52.754669112832715,complier,0,1,2.0
1,1,68.55630748147662,always,1,1,12.0
1,0,48.219573159521566,never,0,0,-3.0
1,1,68.53785683250861,always,1,1,12.0
0,0,48.777364107054176,complier,0,1,2.0
1,1,50.14864285026873,complier,0,1,2.0
0,0,50.57662118337246,complier,0,1,2.0
0,0,45.31876216878482,never,0,0,-3.0
0,1,66.66827558312401,always,1,1,12.0
1,1,50.02027364016392,complier,0,1,2.0
0,0,54.20354341173963,complier,0,1,2.0
1,1,52.7131120849119,complier,0,1,2.0
1,1,69.2392292206863,always,1,1,12.0
0,0,46.98784146629238,never,0,0,-3.0
1,0,47.747092763211036,never,0,0,-3.0
1,0,44.43236369754809,never,0,0,-3.0
0,0,46.17296720986997,never,0,0,-3.0
1,1,50.87674545217092,complier,0,1,2.0
0,0,46.879165184659776,never,0,0,-3.0
0,0,48.39165658413949,complier,0,1,2.0
0,1,66.50926033572166,always,1,1,12.0
0,0,48.260967631616396,never,0,0,-3.0
1,0,48.78509566278973,never,0,0,-3.0
0,1,69.876500769873,always,1,1,12.0
1,1,56.445089857141326,complier,0,1,2.0
1,0,47.26057957558474,never,0,0,-3.0
1,0,43.28650069979296,never,0,0,-3.0
0,0,45.567501473471346,never,0,0,-3.0
1,0,47.15320189166481,never,0,0,-3.0
0,1,66.49082974250175,always,1,1,12.0
1,0,48.077531549248526,never,0,0,-3.0
0,0,52.992259134597894,complier,0,1,2.0
1,0,46.24576774192683,never,0,0,-3.0
1,1,51.30136046917226,complier,0,1,2.0
0,0,49.168083870414044,complier,0,1,2.0
0,1,65.69611000550746,always,1,1,12.0
1,1,70.60664588978196,always,1,1,12.0
0,0,46.272101197022415,never,0,0,-3.0
1,1,67.73700883402736,always,1,1,12.0
1,1,69.67840798397724,always,1,1,12.0
0,1,69.12546338087574,always,1,1,12.0
0,0,44.67725282244312,never,0,0,-3.0
0,0,49.01008459109267,complier,0,1,2.0
0,1,69.21948411311269,always,1,1,12.0
1,0,41.92860326182357,never,0,0,-3.0
1,0,44.77322005087942,never,0,0,-3.0
1,1,50.93905942615484,complier,0,1,2.0
0,0,46.94696492341422,never,0,0,-3.0
1,1,52.90443223872046,complier,0,1,2.0
0,0,43.39987396758367,never,0,0,-3.0
1,1,69.03681302833247,always,1,1,12.0
1,1,68.82099944966622,always,1,1,12.0
1,1,67.91355796419471,always,1,1,12.0
0,0,46.84925668326792,never,0,0,-3.0
0,1,66.76809248607444,always,1,1,12.0
0,1,67.51188130802188,always,1,1,12.0
1,1,49.657625165655126,complier,0,1,2.0
0,0,51.833670072242334,complier,0,1,2.0
0,0,50.014303483210746,complier,0,1,2.0
1,0,49.333018867567255,never,0,0,-3.0
1,1,68.25625215696948,always,1,1,12.0
1,1,51.19679784628183,complier,0,1,2.0
0,0,51.469532183042546,complier,0,1,2.0
0,0,49.851020782033146,complier,0,1,2.0
1,1,53.07871951138109,complier,0,1,2.0
1,0,44.74438812530678,never,0,0,-3.0
1,0,47.49537544598836,never,0,0,-3.0
0,0,49.760799638063006,complier,0,1,2.0
1,1,54.21903612311557,complier,0,1,2.0
0,0,50.56332518701959,complier,0,1,2.0
0,0,47.591366912116555,complier,0,1,2.0
0,0,44.74023825873883,never,0,0,-3.0
1,0,44.69665427209073,never,0,0,-3.0
1,0,43.87947504903281,never,0,0,-3.0
1,1,67.02673193355545,always,1,1,12.0
0,0,51.20470276266875,complier,0,1,2.0
0,0,48.28187284775495,complier,0,1,2.0
1,1,50.91584737599842,complier,0,1,2.0
0,0,43.37155080317151,never,0,0,-3.0
0,0,49.583890592079584,complier,0,1,2.0
0,1,72.52692179870652,always,1,1,12.0
1,1,53.1616744455328,complier,0,1,2.0
0,0,46.4992510371149,never,0,0,-3.0
0,0,45.65472194088495,never,0,0,-3.0
1,0,46.30776221138582,never,0,0,-3.0
0,0,44.565197337925085,never,0,0,-3.0
0,1,71.33263804927172,always,1,1,12.0
0,0,45.82330239975526,never,0,0,-3.0
1,0,44.981880320292014,never,0,0,-3.0
0,1,70.77828355651953,always,1,1,12.0
1,1,50.525025271035695,complier,0,1,2.0
0,1,67.83577938060584,always,1,1,12.0
0,0,49.56051451412188,complier,0,1,2.0
0,0,48.29884274471418,complier,0,1,2.0
1,1,71.55886027583969,always,1,1,12.0
0,0,50.63284957660755,complier,0,1,2.0
0,0,47.130293030533146,never,0,0,-3.0
1,0,49.114331144364904,never,0,0,-3.0
1,1,68.83217218936437,always,1,1,12.0
1,1,68.45094183986848,always,1,1,12.0
0,1,64.3768084939136,always,1,1,12.0
1,0,49.17155877754424,never,0,0,-3.0
0,0,46.71929678810952,never,0,0,-3.0
1,1,68.65848132176407,always,1,1,12.0
1,1,52.93899352408077,complier,0,1,2.0
0,0,51.06009054734601,complier,0,1,2.0
1,1,67.76212618730055,always,1,1,12.0
1,1,69.44836623777904,always,1,1,12.0
1,1,70.00345204376956,always,1,1,12.0
0,0,48.44263555623565,never,0,0,-3.0
0,0,50.406851854409204,complier,0,1,2.0
1,1,69.19045035350695,always,1,1,12.0
1,1,51.50840136608592,complier,0,1,2.0
0,0,52.46524930565829,complier,0,1,2.0
0,0,46.82208868778064,never,0,0,-3.0
1,0,46.91965917690232,never,0,0,-3.0
0,0,48.42562603937564,never,0,0,-3.0
1,1,53.94506346732991,complier,0,1,2.0
1,1,66.47183105232925,always,1,1,12.0
0,1,75.22433070208972,always,1,1,12.0
1,1,53.44617033454986,complier,0,1,2.0
1,0,46.72897976658007,never,0,0,-3.0
1,1,51.82825059060375,complier,0,1,2.0
1,1,66.77644244682429,always,1,1,12.0
1,1,73.3721360153216,always,1,1,12.0
0,1,66.94693975991187,always,1,1,12.0
1,1,54.25175398559216,complier,0,1,2.0
1,0,44.59349730382703,never,0,0,-3.0
1,1,68.51605504138173,always,1,1,12.0
1,0,47.878871843940374,never,0,0,-3.0
1,0,47.58576521072435,never,0,0,-3.0
1,0,43.81123413239752,never,0,0,-3.0
1,0,47.07485874266482,never,0,0,-3.0
1,0,45.01381312747249,never,0,0,-3.0
1,1,68.13997701347931,always,1,1,12.0
0,0,48.591574579936925,complier,0,1,2.0
0,1,65.8534392243649,always,1,1,12.0
1,1,49.09670216823141,complier,0,1,2.0
1,1,69.44159532726383,always,1,1,12.0
0,0,47.255657403647376,complier,0,1,2.0
0,0,50.306026533430206,complier,0,1,2.0
1,1,49.09227380977586,complier,0,1,2.0
1,1,50.55688085196525,complier,0,1,2.0
0,0,48.22661627669612,never,0,0,-3.0
1,0,45.387784422280525,never,0,0,-3.0
0,0,51.80091740950824,complier,0,1,2.0
1,1,69.16169018389044,always,1,1,12.0
1,0,45.871255406882604,never,0,0,-3.0
0,1,68.98637178538442,always,1,1,12.0
1,1,66.7873370211428,always,1,1,12.0
1,0,48.47010930522421,never,0,0,-3.0
0,1,67.32710420215585,always,1,1,12.0
0,1,68.34863750311898,always,1,1,12.0
0,1,67.35152985252162,always,1,1,12.0
0,0,48.75566080175951,complier,0,1,2.0
0,1,67.1735010095458,always,1,1,12.0
1,0,48.51073559232951,never,0,0,-3.0
1,1,71.75448009778017,always,1,1,12.0
0,0,54.287257823973434,complier,0,1,2.0
1,0,49.0430026918974,never,0,0,-3.0
1,1,64.44679142964524,always,1,1,12.0
1,1,68.65865394085316,always,1,1,12.0
0,0,44.642226851012715,never,0,0,-3.0
1,1,52.47313109880686,complier,0,1,2.0
1,1,66.1274163547815,always,1,1,12.0
0,1,69.47932853929258,always,1,1,12.0
1,0,46.61072832325222,never,0,0,-3.0
1,0,47.02676250090739,never,0,0,-3.0
1,1,69.25335969945682,always,1,1,12.0
1,0,47.49362119184517,never,0,0,-3.0
1,1,69.55012311530427,always,1,1,12.0
1,1,50.49678463351172,complier,0,1,2.0
0,0,46.121432572541536,never,0,0,-3.0
0,0,48.441870088594555,never,0,0,-3.0
1,1,68.62315027176038,always,1,1,12.0
1,0,47.119737144318414,never,0,0,-3.0
1,1,50.882969870021135,complier,0,1,2.0
0,1,69.66083390100424,always,1,1,12.0
0,0,44.682915501457686,never,0,0,-3.0
0,0,46.1237348813837,complier,0,1,2.0
1,1,53.112222677977755,complier,0,1,2.0
1,0,47.002799995136755,never,0,0,-3.0
0,0,45.81938051327866,never,0,0,-3.0
1,1,52.079640704619685,complier,0,1,2.0
0,1,69.3319089242364,always,1,1,12.0
1,1,52.44340369914086,complier,0,1,2.0
1,0,45.50511144766622,never,0,0,-3.0
1,1,70.02760924368049,always,1,1,12.0
0,0,46.05198799339258,never,0,0,-3.0
1,1,67.69168990458923,always,1,1,12.0
1,0,46.963030274436946,never,0,0,-3.0
0,0,51.033632810327944,complier,0,1,2.0
0,0,50.7690797881182,complier,0,1,2.0
1,0,47.331142375467174,never,0,0,-3.0
1,0,47.25136354806124,never,0,0,-3.0
0,0,49.297228961330404,complier,0,1,2.0
1,1,50.79540555825559,complier,0,1,2.0
1,1,70.50094737456267,always,1,1,12.0
1,1,66.77390777577038,always,1,1,12.0
0,0,52.20648597175855,complier,0,1,2.0
0,1,69.18765607244087,always,1,1,12.0
1,1,53.62466477470497,complier,0,1,2.0
0,0,45.85914190282052,never,0,0,-3.0
0,0,43.68371751241977,never,0,0,-3.0
0,1,65.50628096037755,always,1,1,12.0
0,0,51.48589043037486,complier,0,1,2.0
1,0,47.47200274563327,never,0,0,-3.0
1,1,74.76471621139999,always,1,1,12.0
1,0,49.180496417163845,never,0,0,-3.0
0,1,64.30133804550215,always,1,1,12.0
0,1,70.7349708026366,always,1,1,12.0
0,0,48.08502442186266,never,0,0,-3.0
1,1,70.70482652139799,always,1,1,12.0
1,1,68.10207046115119,always,1,1,12.0
1,0,47.724617968736425,never,0,0,-3.0
0,0,46.7195075843998,never,0,0,-3.0
1,1,68.02696580803874,always,1,1,12.0
0,0,49.73345129734664,complier,0,1,2.0
0,0,43.41624362084166,never,0,0,-3.0
0,0,49.52343794743787,complier,0,1,2.0
1,0,45.29024769025618,never,0,0,-3.0
0,1,69.4398281290216,always,1,1,12.0
0,1,69.90435683553889,always,1,1,12.0
1,1,53.9062590179429,complier,0,1,2.0
0,1,70.70562509720658,always,1,1,12.0
1,0,44.28808202672288,never,0,0,-3.0
1,0,45.10650374147606,never,0,0,-3.0
0,1,70.82421015093182,always,1,1,12.0
0,0,51.04635044889403,complier,0,1,2.0
1,1,71.15889629620987,always,1,1,12.0
1,1,52.269620698722726,complier,0,1,2.0
0,1,71.36279017000531,always,1,1,12.0
1,1,66.29709390905602,always,1,1,12.0
1,0,44.119746111685764,never,0,0,-3.0
0,0,50.76127752199237,complier,0,1,2.0
1,1,51.37357014116593,complier,0,1,2.0
0,0,46.78472372798084,never,0,0,-3.0
1,0,47.9620891637977,never,0,0,-3.0
1,0,47.619810642091764,never,0,0,-3.0
1,1,54.66799658201106,complier,0,1,2.0
1,0,46.604274667077235,never,0,0,-3.0
0,0,48.72425250316501,complier,0,1,2.0
0,0,48.02052401695513,never,0,0,-3.0
0,0,43.893526476847576,never,0,0,-3.0
0,0,52.02073799982219,complier,0,1,2.0
1,1,70.58328039803064,always,1,1,12.0
0,0,51.282555051369236,complier,0,1,2.0
1,1,71.0973546364386,always,1,1,12.0
1,0,45.75328981085048,never,0,0,-3.0
0,1,70.63270587396029,always,1,1,12.0
0,0,53.68535819449571,complier,0,1,2.0
1,0,44.8035005113695,never,0,0,-3.0
0,0,47.43091688489081,complier,0,1,2.0
0,0,43.506176615645415,never,0,0,-3.0
1,0,44.999317714591356,never,0,0,-3.0
0,0,43.15713287678565,never,0,0,-3.0
1,1,48.630053346608264,complier,0,1,2.0
1,0,45.60216527987515,never,0,0,-3.0
0,1,67.02855991156851,always,1,1,12.0
1,1,52.05122382873483,complier,0,1,2.0
0,0,41.83223005410289,never,0,0,-3.0
0,0,47.613220210202705,never,0,0,-3.0
0,1,68.24229241315864,always,1,1,12.0
1,1,70.0438549389198,always,1,1,12.0
1,1,68.7165021286633,always,1,1,12.0
0,1,70.79770525701794,always,1,1,12.0
1,1,68.31464443521439,always,1,1,12.0
0,1,68.53411916690406,always,1,1,12.0
0,0,43.66166049251333,never,0,0,-3.0
1,0,42.23632396757599,never,0,0,-3.0
0,0,48.46115998578469,never,0,0,-3.0
1,1,52.49922155383482,complier,0,1,2.0
0,0,46.648347125611,complier,0,1,2.0
0,0,44.206281787522194,never,0,0,-3.0
0,0,47.76587218529988,complier,0,1,2.0
1,1,53.42277013116705,complier,0,1,2.0
1,1,68.37913738162504,always,1,1,12.0
0,1,69.90967349654288,always,1,1,12.0
0,0,53.32272001941719,complier,0,1,2.0
1,1,69.29369377308116,always,1,1,12.0
0,1,71.54664349825366,always,1,1,12.0
1,1,65.69378316901718,always,1,1,12.0
0,1,72.97304416514442,always,1,1,12.0
1,0,48.38285724083425,never,0,0,-3.0
0,1,65.72178003717914,always,1,1,12.0
1,1,69.34215933649332,always,1,1,12.0
1,0,46.42963285222187,never,0,0,-3.0
1,0,46.15893987140455,never,0,0,-3.0
0,1,69.44545252449144,always,1,1,12.0
0,0,43.236072929134245,never,0,0,-3.0
1,0,46.30576472775813,never,0,0,-3.0
1,0,48.04003494479335,never,0,0,-3.0
1,1,69.95401016377849,always,1,1,12.0
0,1,69.86346771070723,always,1,1,12.0
0,1,67.43616623559086,always,1,1,12.0
0,1,69.80284359093426,always,1,1,12.0
0,0,45.87868308063687,complier,0,1,2.0
0,1,68.23203370208432,always,1,1,12.0
0,1,71.12922841002164,always,1,1,12.0
0,0,50.43681691221648,complier,0,1,2.0
0,1,65.81942558220412,always,1,1,12.0
0,1,67.77392524922625,always,1,1,12.0
1,0,44.73191761673677,never,0,0,-3.0
1,1,66.12936886818949,always,1,1,12.0
0,0,45.81282524461802,never,0,0,-3.0
1,1,54.37846265579584,complier,0,1,2.0
0,0,51.7968535166162,complier,0,1,2.0
1,1,51.26556458879261,complier,0,1,2.0
1,1,67.5064239566091,always,1,1,12.0
1,0,45.537459247169075,never,0,0,-3.0
1,1,68.21826526653328,always,1,1,12.0
1,0,50.1172598010299,never,0,0,-3.0
0,0,51.71870891200702,complier,0,1,2.0
1,0,38.96897441350754,never,0,0,-3.0
1,1,53.03120825099793,complier,0,1,2.0
0,1,70.8048696052812,always,1,1,12.0
0,0,49.36586478755626,complier,0,1,2.0
1,0,48.81734411788893,never,0,0,-3.0
0,1,65.95646596898042,always,1,1,12.0
0,0,47.543604890650926,never,0,0,-3.0
0,1,69.89922955426155,always,1,1,12.0
1,1,71.37022521475498,always,1,1,12.0
1,1,70.45551593721429,always,1,1,12.0
1,1,68.6528104399198,always,1,1,12.0
1,0,48.83278441338367,never,0,0,-3.0
1,1,50.237916395366824,complier,0,1,2.0
1,1,51.21840690850114,complier,0,1,2.0
1,0,45.61255010563164,never,0,0,-3.0
0,0,46.75722046487009,complier,0,1,2.0
0,1,68.22771228567919,always,1,1,12.0
1,0,42.15756903262276,never,0,0,-3.0
1,0,46.99177402301306,never,0,0,-3.0
1,1,68.46884132318712,always,1,1,12.0
0,0,47.427923831511436,complier,0,1,2.0
1,1,51.84600769193573,complier,0,1,2.0
0,1,67.73156080704359,always,1,1,12.0
1,0,47.080611318940726,never,0,0,-3.0
1,1,51.515641819604106,complier,0,1,2.0
0,0,50.40363672145701,never,0,0,-3.0
1,1,70.23348878434038,always,1,1,12.0
0,0,48.011137950878904,never,0,0,-3.0
0,1,71.22088814949072,always,1,1,12.0
0,0,44.91911086908338,never,0,0,-3.0
1,1,67.7818156604246,always,1,1,12.0
1,0,45.68823293502101,never,0,0,-3.0
0,1,68.08699757426812,always,1,1,12.0
1,0,43.84569149573237,never,0,0,-3.0
0,0,51.45658632260303,complier,0,1,2.0
1,1,48.137423786218044,complier,0,1,2.0
1,0,42.263999575350255,never,0,0,-3.0
1,1,68.01836953645316,always,1,1,12.0
0,0,53.080220390002076,complier,0,1,2.0
0,0,50.14250247678088,complier,0,1,2.0
0,0,47.32107266033448,never,0,0,-3.0
0,0,44.917034126726776,never,0,0,-3.0
1,0,47.798239504803625,never,0,0,-3.0
0,1,67.96123872903823,always,1,1,12.0
0,0,51.61384147942936,complier,0,1,2.0
0,1,67.65674404016615,always,1,1,12.0
1,1,69.00613477601658,always,1,1,12.0
1,0,45.56079743725327,never,0,0,-3.0
0,0,43.115100421488386,never,0,0,-3.0
1,0,43.35037121736183,never,0,0,-3.0
1,1,53.653066546022465,complier,0,1,2.0
1,1,52.157216531091855,complier,0,1,2.0
