loan_id,income_thousand_eur,debt_to_income,prior_late_payments,defaulted,oracle_default_probability
437,53.425808544774135,0.5182759935910441,0,1,0.2585756306576348
438,81.85437418333241,0.1626712462586189,0,0,0.04304828643335048
439,59.56375394918433,0.20593809035625577,0,0,0.06746723508348655
440,55.12428278119265,0.4448661044689072,1,0,0.3002444482460085
441,30.7441824952746,0.4488432711670329,1,1,0.3694720269858938
442,48.06672238153983,0.1114611421778528,1,1,0.08613341303381722
443,85.39864399357438,0.11809174065826096,0,0,0.033636009104453114
444,28.073691619612514,0.569755144102972,0,1,0.3770567755510443
445,56.51234842541523,0.23748544930482784,0,0,0.08030442269690435
446,44.8258177144767,0.5415175320675707,1,0,0.4357015817032228
447,47.48819814245322,0.16419598795196103,0,1,0.06406081493934294
448,61.48884931656872,0.2466711349640715,0,0,0.07915784472392544
449,53.38469283545024,0.2868812127639705,0,0,0.10306842465653529
450,23.95417825747251,0.49056023441968183,1,1,0.4371440365717022
451,64.94899721277184,0.39444067907223007,0,0,0.14355489633584567
452,23.97814998462951,0.1716213200245483,0,0,0.08596289135028791
453,43.62275030666308,0.45546247070531515,2,1,0.4806963134160898
454,49.74268654048492,0.1484045686823828,0,0,0.05816368480729511
455,102.6604463213236,0.2545796446622066,0,0,0.0516642250996674
456,70.9031192540035,0.48186779076493785,1,0,0.2977841300984157
457,97.27871402509432,0.4816133859396655,2,0,0.3553509160295916
458,45.00901549014226,0.22243216397779322,1,0,0.14277459177465157
459,63.23348154722439,0.557059411143969,1,1,0.4001316479454345
460,72.37850126182053,0.2231210087762064,1,0,0.1074016486156665
461,34.594502127645704,0.3213905912794985,0,0,0.14523677148639336
462,60.51143052361387,0.061666231364454344,0,0,0.034551584724051725
463,41.294043737353654,0.29718520001068904,0,0,0.12249208444031139
464,39.42573063073796,0.25777952221159767,1,0,0.17425488554464744
465,34.554022352944024,0.11970494330587617,2,0,0.17078634172675775
466,92.1846931347303,0.3151309630998065,1,0,0.12857832955839668
467,57.568066834760955,0.23998135007015195,0,0,0.08025360275858884
468,58.75082773838869,0.19915270528824253,1,0,0.112138908251958
469,52.952472191709504,0.223490259338463,0,0,0.07851647511832956
470,50.694583996954044,0.23612168086021462,1,0,0.1424667957911717
471,38.26672313036121,0.21980023147055344,1,1,0.1513361607205474
472,93.04235844158484,0.14253085404741248,0,0,0.03447757544404989
473,121.83741094825182,0.4174516931424997,2,0,0.23178119303696287
474,121.64704647120273,0.19292621781918284,0,0,0.031258129209823515
475,111.11411795475082,0.13157425235526632,0,0,0.02655009590060579
476,51.63496689718106,0.35986908107673204,1,0,0.22930353256232325
477,99.92453686961268,0.5797261631909048,1,1,0.3237899260089418
478,49.702167854602,0.3629611929730767,2,0,0.355668944580903
479,86.20797891642646,0.37976623880981364,1,0,0.17775710553237534
480,57.82785815882614,0.26231214282978577,0,0,0.08827865843206532
481,52.078137451263096,0.44840965045457637,1,0,0.3116168224317434
482,65.53075514076508,0.3475274852715372,0,0,0.11730139821900183
483,62.524011197075325,0.1782087994927348,0,0,0.05760115884968374
484,70.19357292210604,0.6744387277551724,1,1,0.5187369763816605
485,51.44574113378973,0.29502839586597596,0,0,0.10897901938658779
486,52.86611276576105,0.38792593757640875,1,0,0.2511762321894324
487,43.272455858293384,0.1546845977953001,0,0,0.06435729411255843
488,96.42649283373972,0.2333088022970782,3,0,0.2319673416767996
489,59.23242607238228,0.41242373839008056,2,0,0.3843428671624545
490,47.84395629314108,0.19198655441211132,2,0,0.198994278913587
491,38.21332963105871,0.11459290067340945,2,0,0.16130988349918765
492,40.47893008010402,0.16967985535333538,1,0,0.12012110301419567
493,71.85632168811253,0.22320995753823344,1,0,0.10804498186231828
494,47.87268494535792,0.3849470144846063,4,1,0.6666947259920937
495,67.96322677750736,0.46786142067497166,3,0,0.567136136234686
496,86.47223065640334,0.12625166852259403,1,1,0.059993038027905565
497,89.91568712624513,0.33601235481762165,0,0,0.0857922676279476
498,53.878304888504346,0.1797160821785784,0,0,0.06392994380883521
499,53.0174964563171,0.3369754720490702,0,0,0.12800351241236926
500,45.94279506046711,0.4566374912434703,0,0,0.22106796924676114
501,48.08797638159692,0.2625362838348964,1,1,0.16288983678876567
502,69.70696549570953,0.21801358292464626,1,0,0.10812689350249167
503,29.275541834951166,0.21751385351659863,1,0,0.16420880373615712
504,42.12029801822902,0.4818091855580549,4,1,0.7733352348562526
505,35.05182771821137,0.17710852839810515,0,0,0.07795221806935278
506,47.87415952572197,0.16230096419985499,1,0,0.10760465992142228
507,26.08156371169324,0.09790875684999141,1,0,0.10312110831943357
508,35.4904524930547,0.15091969245898632,1,0,0.11696698168266809
509,116.17853114623011,0.16753780047579167,1,1,0.05166334956575344
510,30.371784364354845,0.1469204443897969,0,0,0.07180796255355927
511,148.6477028492208,0.23367469468676208,1,0,0.04823956153620578
512,59.14498418227789,0.24574287971350628,0,0,0.08090052931662978
513,119.60149701562489,0.3427523949045835,0,0,0.06356563328756325
514,31.745969613402767,0.27593492746509657,0,0,0.1238502354358837
515,36.54563539414216,0.2137552687925362,0,1,0.09009116307814552
516,48.318616072731,0.17380995047176515,2,0,0.1845927505851654
517,83.19904620240358,0.22269510083275498,0,0,0.05575323655792035
518,67.42338097776657,0.43325556405687493,2,0,0.384745514756905
519,49.418662954831845,0.02,1,0,0.0564111362433934
520,48.52522584089278,0.46968700734819774,1,0,0.34348432901924325
521,61.521263791709096,0.32607246454358485,1,1,0.18345579134231782
522,47.71934436419627,0.11564374672870653,1,0,0.08806109617828199
523,84.84619142411135,0.2684935244917049,1,0,0.11411449999168377
524,50.53789697485397,0.30118583893338463,0,1,0.11296937571227945
525,106.51971165743873,0.2735518241668257,3,0,0.24505027133041893
526,60.69514810137535,0.263528239334417,0,0,0.08600605637900882
527,29.119256221976432,0.4802385278957054,3,1,0.689056888305513
528,62.65309691270785,0.04660719174457123,0,1,0.031428029343145016
529,75.75266807760937,0.34084293791233605,0,0,0.10220272824589234
530,53.290676174792644,0.5263618448179901,2,1,0.5366960847726707
531,104.27483000785004,0.2696346806204383,3,0,0.2465586107924949
532,87.02477677157503,0.5147994960769416,2,1,0.4223192733572474
533,37.36714955409475,0.16916148525676394,1,0,0.1238538508746281
534,42.282608796961696,0.5350270927177239,1,1,0.43554531538782204
535,74.37373182495655,0.09077524498089701,0,0,0.033674378090695484
536,39.33230083224446,0.4931834722872281,2,1,0.5387454303412191
537,37.86977004580366,0.06285555492966502,0,0,0.04509973297267785
538,54.86386025837399,0.24959951940904626,0,0,0.08625144423836002
539,40.92128996742973,0.5621779537151963,0,0,0.3334546507641406
540,73.05663063341133,0.41433017841086534,1,0,0.23007376950519529
541,91.73711209802494,0.2865918653320238,1,0,0.11453784842395077
542,21.119240133347407,0.5055859645473266,1,1,0.4634109595326764
543,35.664319435339145,0.18704634523047617,0,0,0.08090235933507353
544,55.20213074198131,0.6146646849297516,3,1,0.755463136548435
545,68.87853528653956,0.33772172707944376,0,0,0.10856551471031135
546,65.5277781350472,0.2030292204485008,1,0,0.10604488875678324
547,51.67550116698389,0.2833474784249921,0,0,0.10339691767814123
548,30.319961280873123,0.12756915187603673,1,1,0.11189713073764346
549,34.99637124883416,0.5118152895792917,0,0,0.29666222205936876
550,41.595842011927374,0.13002428053123616,1,0,0.10019736466987234
551,32.95930622516059,0.5520525714073825,1,1,0.4835910617031268
552,49.15742980490701,0.35283679443329974,0,0,0.14230541163385935
553,41.96083382191504,0.21369464290925175,0,0,0.08488163042156914
554,35.67247593964152,0.08129445168492808,0,0,0.050313603027133974
555,28.106957742189923,0.43980991679850767,1,0,0.3667474405737341
556,62.9444341594596,0.39326215305924045,2,0,0.3525897725816016
557,31.259474154429544,0.32250179363912457,0,0,0.15095824637269448
558,25.59578042480358,0.24886040216786515,0,0,0.1178843163127205
559,49.47455362533613,0.326084298235308,0,0,0.12691780716903547
560,32.486639662265404,0.488872445358852,1,0,0.41017259196319195
561,119.11237650923968,0.23602439199115846,2,0,0.11543060539202023
562,41.13288161494373,0.5653905265961381,0,1,0.3363237870154443
563,15.0,0.2187782569467006,0,0,0.11610284044098297
564,25.081728705570114,0.3779501052538229,0,1,0.19991587277356312
565,49.47729551929751,0.3610624143845452,1,1,0.23493930664888024
566,58.1403654768334,0.3250257456122506,1,1,0.18884067697679116
567,83.8774950091107,0.27942021425749486,1,0,0.12075361693667673
568,88.5970468144605,0.176983690754673,1,0,0.07353308828941704
569,63.45225617886695,0.26835201386138596,0,0,0.08522857911526688
570,135.87807369353527,0.6412973378412983,0,0,0.18964636116737038
571,30.534807725550937,0.12459564495742724,2,0,0.18118217640889656
572,47.16116535496972,0.13520044341659895,0,0,0.05641390951281776
573,74.67338162493871,0.10009288295908783,0,0,0.035038703066281485
574,32.0341882862449,0.49099727999855824,0,0,0.28340714094447944
575,34.25184426846371,0.15702407553227216,0,0,0.07193715447196905
576,108.45030538791175,0.23054408706067966,0,0,0.04332258980319228
577,36.388282591117864,0.36950319780148816,0,0,0.173210280700268
578,51.497426260865375,0.5039812552951516,0,0,0.24995372765921028
579,85.84272599889287,0.37836553682976504,1,0,0.17741530130299574
580,106.22512880871932,0.27621643514462857,0,0,0.054740137705432075
581,27.401932764447473,0.35233134378099085,0,0,0.1768796678278432
582,108.30691027670827,0.17457124337030913,1,0,0.05831887259696021
583,32.792484914004206,0.11919915878055415,0,0,0.06172501105933244
584,62.9289999279972,0.1255785489687796,3,0,0.21209036649511345
585,71.69725266659268,0.06545659323146683,0,0,0.030883122484185645
586,37.39941253889571,0.34198054143044,0,0,0.15351601979283172
587,103.61018551434805,0.1454449120201951,1,0,0.053901588271130625
588,48.2924429856436,0.22078362135500357,1,0,0.13708110678402638
589,101.81230143395943,0.1876646410184747,0,0,0.0383846332504039
590,50.64931130365605,0.6549412412477681,1,0,0.5537727919369488
591,47.84071975715466,0.13145322635267656,1,0,0.09422433780454526
592,98.37460448228776,0.15591271350242025,0,0,0.03448576454200373
593,40.54009540606245,0.05771013310869811,0,0,0.04271821002229878
594,146.99165032736255,0.36137925508872687,1,0,0.08712306824075698
595,57.890864656788,0.46375486899351653,2,0,0.4480217149505812
596,80.9071060995987,0.27478634346415776,1,0,0.12218379349545255
597,33.59056064741088,0.3292643653652359,1,0,0.24184005879684975
598,29.070626128405934,0.46708473127089584,1,0,0.3948809703163661
599,45.95388455813682,0.23140282061018164,1,0,0.1467010545901776
600,51.44489221881152,0.1502029948444212,0,0,0.05752095706467773
601,32.69920616665147,0.42571633792369107,0,0,0.22288159636069557
602,46.35985297281998,0.4195444919932184,1,0,0.29681631321665514
603,111.4175961544843,0.277717026708374,0,1,0.05195768866352217
604,44.68969399265141,0.12574823706770275,1,0,0.09511813189311238
605,37.6248550985109,0.13844158509399704,0,0,0.06374610250363998
606,49.37185427231353,0.24867775120756588,0,0,0.09122164339532866
607,88.83342047295373,0.31996021435956434,0,0,0.08089918875513284
608,33.75689387504923,0.4448133623310617,2,0,0.49750537387171073
609,26.45034752310159,0.6062734482883141,1,0,0.5677576874706943
610,54.113294540440144,0.1268139530028774,0,0,0.05018016166717299
611,117.69572770465514,0.39384899664494666,1,0,0.13682986193066793
612,64.86810908583955,0.4470354518784988,0,0,0.17760670769684825
613,30.662392871075113,0.7194058053344297,0,0,0.5461679048017875
614,30.561930461538527,0.502384392607784,1,0,0.43160688908522893
615,67.29158397405415,0.4371686165120725,0,0,0.1667150422824783
616,53.89434650362396,0.11682071029132977,0,0,0.04806270064635675
617,38.93496706520344,0.5987833333389064,1,1,0.5217214185163773
618,72.79570561080543,0.19513325767021586,0,0,0.05536197473969309
619,49.33908663293611,0.2411790942053995,1,0,0.1474919080663159
620,41.28358228538202,0.15181340927247755,0,0,0.06496722787174455
621,62.237200762395865,0.18844495783825518,1,0,0.10318643365933916
622,37.578420435211775,0.44231475691740213,0,0,0.22656141498832752
623,69.35077276465344,0.19681830230751668,1,1,0.09908066382636775
624,60.2018471093666,0.1953608218759149,1,0,0.10864179171255461
625,48.170169813651356,0.3584117768734247,0,0,0.1470829594878012
626,66.13308545279241,0.5224768377991312,0,0,0.23402739862837232
627,40.132598835858865,0.46642978127411955,2,1,0.5043178336827736
628,131.69539061342584,0.18943521528572266,1,0,0.047831588476228995
629,34.577686723098225,0.46104596852908675,2,0,0.5145180199934845
630,25.057139466667586,0.3079837224360455,0,0,0.15156694102160798
631,82.5041098380584,0.29712028743807106,0,0,0.07843002108731838
632,41.26611791532376,0.3526027177864046,1,0,0.24551073632736808
633,41.298606316133345,0.14676263197340114,1,0,0.10802045028285957
634,62.97021699166729,0.32437059306201654,2,0,0.28117033640802447
635,36.4774546536894,0.026429741642154232,0,0,0.038758831417668546
636,74.67670308851268,0.26551717225302807,1,0,0.1254680142534702
637,21.376850419982393,0.15357271727416275,2,0,0.22108181774291133
638,44.74747770392493,0.051677235571437816,1,0,0.06856660973920697
639,120.69700410067738,0.15795857657443504,1,0,0.04696885410461022
640,29.71954224520672,0.18648535076376963,1,0,0.1441174183456604
641,61.70765050397466,0.3226764244838283,0,0,0.10991154215947588
642,92.83939311284935,0.08290477372995331,1,0,0.045820080988852846
643,31.546744485588327,0.21604910321848836,0,0,0.09608299152117497
644,120.95635040600426,0.32187692011454583,1,0,0.09739879457742262
645,44.28551817534717,0.12501948276398983,0,0,0.055654313797142266
646,40.65657963923923,0.2360938430642425,1,1,0.1578080536372876
647,31.192945825789327,0.32715677443402735,2,0,0.36726620888186917
648,42.89600861250572,0.1787741542937601,2,0,0.1983504442562907
649,110.44492011271358,0.3088890836879354,1,0,0.10315304776837247
650,58.96667256785181,0.4085165608231017,1,0,0.2560272394909389
651,35.91273381186843,0.5298194033015997,1,1,0.44823126859171075
652,43.984057463146286,0.1826629124344801,3,0,0.3076717532121257
653,31.368746995449847,0.31482744174098526,0,0,0.1461336281873896
654,34.24281965300961,0.17707173021594377,1,0,0.1322775509227276
655,34.12971021762746,0.23123955793491582,2,0,0.26122589925076506
656,15.0,0.15044624348483648,0,0,0.08644319764629263
657,52.42217748886744,0.21852230364730355,0,0,0.07726086084779434
658,89.08931750732876,0.2670619267425386,0,0,0.06373441115719422
659,31.213606500968357,0.3545661096029177,0,0,0.17183951745153972
660,57.31091428529201,0.5775765928963663,3,1,0.7159859173388196
661,39.36241481511253,0.5878502508588362,0,1,0.36570949427819266
662,56.01728506880122,0.3547064261389855,1,0,0.21591771649169153
663,97.62138753972731,0.19884073161864527,0,0,0.042410584370177695
664,96.25573467038711,0.24213597703699435,2,0,0.15022772066530896
665,36.0710202310876,0.4698745843774607,0,0,0.2539880807737666
666,70.49321960112123,0.489197076085481,1,0,0.30623666466869875
667,52.11701049258884,0.2051104457889109,0,0,0.07304197649242725
668,32.53840143852721,0.2400410102524089,2,1,0.27323638612278106
669,46.13826796191405,0.34038967003290116,3,1,0.48006337583030034
670,36.939187548181906,0.31042677503202226,0,0,0.13549507251923912
671,36.395776805629794,0.1529747956787249,0,1,0.06897960499901848
672,25.97676585387559,0.32833426643338653,2,1,0.38326407029376897
673,61.643529443512115,0.17014603327164612,1,0,0.09595312737129182
674,45.50164442417298,0.02491327419054577,3,0,0.16988591537263217
675,43.420929290566185,0.20309319140575996,0,0,0.07971659913315002
676,62.516689006985885,0.048520365813044995,0,0,0.031759072611326614
677,54.046630668918986,0.17877007129923037,0,0,0.0635384502178694
678,65.7594372916196,0.5808836065564409,0,0,0.28887134721639257
679,43.67045699390006,0.35825117951100643,2,0,0.3671553722166767
680,69.4947793627176,0.2768726207204769,0,0,0.0827961054160508
681,35.43628963508828,0.4614452921453918,1,0,0.37044736984587184
682,46.54081149927954,0.2799220919652809,0,0,0.10766052033016653
683,53.07253448448984,0.5493576452315868,1,0,0.4206870274869892
684,23.59728054225552,0.028960194029269446,1,0,0.07840931595587412
685,84.2399575762331,0.33250516336590735,1,0,0.14996766232132938
686,35.158185856642184,0.5119710771812187,2,1,0.5733574840490793
687,38.47141189449929,0.3234151341287349,0,1,0.14072706537342117
688,77.67541938452997,0.03906945415449536,4,0,0.21005869514853034
689,59.4327860438193,0.5526630366655032,0,0,0.2767959420944747
690,51.644483783637796,0.12305468162411345,0,0,0.05073503176683468
691,42.002581417306665,0.13113087873527762,0,1,0.058712124668015515
692,95.6004635369117,0.34102438954705405,1,0,0.13820390907998548
693,45.00431852985717,0.22349346296509134,0,0,0.08570178021012718
694,27.105552214055155,0.1894713408415467,1,0,0.14984666485701686
695,32.619906512274035,0.6660558104903345,0,0,0.4764247469928382
696,58.551579260998956,0.2644962440727128,0,0,0.08842356183893518
697,49.53166229070736,0.34301642124502485,1,0,0.21961675649241538
698,34.24809604930923,0.36192412475431274,1,1,0.2701737239319121
699,65.90659733769964,0.3555820111849685,0,0,0.12088399305771458
700,59.17661695199634,0.12720497282232676,0,0,0.04744686061686641
701,33.86561169488003,0.2696561027772868,0,0,0.11794478685744236
702,95.06371219061177,0.1962705208234199,1,1,0.0745599367523695
703,63.44603748471679,0.16208269176099988,1,0,0.0908454385468438
704,62.39078724068765,0.3704073255531798,2,0,0.32943661052352824
705,59.74285871018609,0.2100047582381979,1,0,0.11620271979792982
706,46.62936843883504,0.2956220195548526,0,0,0.11500903683400752
707,61.446114016216775,0.20729075258043445,0,0,0.06646160028358779
708,18.213773163413826,0.388005416121531,0,0,0.2216392094500408
709,31.809135025142943,0.3278396835554369,1,0,0.2445157631379551
710,50.31026416404682,0.2784481392256888,3,1,0.3948018093618085
711,86.58623920161027,0.44702835003857383,1,1,0.22911788854080362
712,53.61510895277075,0.5961868180379764,1,0,0.4746007361949891
713,59.94911109265261,0.15045351963808945,1,0,0.08970743140366139
714,69.20422018523078,0.37507876156250497,1,1,0.20585850501346808
715,68.1688307250054,0.5963210252178873,0,0,0.2982416505027984
716,50.21231132658171,0.08464309762579411,0,0,0.04326175426210786
717,43.75341097932531,0.21872949138474998,0,1,0.0850881944351067
718,23.475428560489004,0.5332203403380135,1,1,0.48943969339281257
719,105.87205251907558,0.2526814710674513,0,0,0.04937884291517089
720,62.706078969498776,0.6401502576840655,0,0,0.3589897270190715
721,40.45935885208634,0.2825118772378654,0,1,0.11614482713307056
722,57.34244483759607,0.6344377215142397,0,0,0.36753454813610886
723,31.779760241597117,0.3194913452135852,2,0,0.3571401018224142
724,108.85683025395241,0.3558440640611172,0,0,0.07598232480645503
725,65.36469849658867,0.13312769295086938,1,0,0.07832228382968517
726,83.56246227850997,0.2976634007341837,0,0,0.07770358815968038
727,110.23657594623289,0.3787535866145736,0,0,0.08280575629274689
728,28.64228656680036,0.3999095753373488,1,1,0.32209918138240723
729,100.93783733098051,0.40042250588123174,0,0,0.10072217688263134
730,95.75595294778289,0.43440287397109684,1,0,0.20037734194147264
731,50.13709919355562,0.41381502394813646,0,0,0.18014977611223118
732,31.151042952919326,0.1497208557591706,0,0,0.0720811036740117
733,62.833036123354496,0.2974221926234732,1,1,0.16160017052099068
734,76.09013794615383,0.5288720308094662,0,0,0.218488598353494
735,45.63895377112731,0.33178452269474595,1,0,0.218385169913745
736,131.31993059151623,0.5278333931547675,0,0,0.12540209818517323
737,33.46953568696655,0.23766843593493786,0,0,0.1033239050253565
738,36.27980737512651,0.3952178427405676,0,0,0.19180687442129962
739,160.0,0.4357535570403525,0,0,0.06131917418496844
740,74.8283349564076,0.1000701977418637,2,0,0.10362287926648449
741,57.01799048310774,0.08036844875165303,1,0,0.06796057663906305
742,24.083004597334362,0.07560652839622277,1,0,0.09568772448114639
743,41.260131849809206,0.2783573922260759,0,0,0.11314552329906437
744,24.391051644190117,0.7119200500722438,0,1,0.5558962872298171
745,22.205447314399706,0.3663152702112716,0,0,0.1965256869383497
746,34.97270881197136,0.6222642636455709,0,1,0.4175585137972959
747,48.605770127338474,0.14377546361858828,3,0,0.2586212453895005
748,41.937121562952925,0.2193972813086052,0,0,0.08705476367903098
749,49.214563717396025,0.19472635448960096,0,0,0.07203190118213858
750,67.64242277981641,0.43192792450164097,0,0,0.1626753957652895
751,84.74182360719018,0.13653786808353852,0,0,0.03691512744598808
752,43.968515041131106,0.2945798105187136,1,0,0.19253230504214355
753,47.7677008983917,0.20872527336041408,1,0,0.13109277290666813
754,44.420079034886164,0.3467943617968822,2,0,0.35241787302111277
755,62.13708929462557,0.1292480602391562,0,0,0.04629791644544837
756,59.7401457098852,0.39860960230115067,3,1,0.5091100773278339
757,73.50841560225143,0.06173436110506152,0,0,0.029719665953336357
758,76.17621685643762,0.3481534007596152,1,0,0.1732196987240653
759,52.65936733245974,0.2759906331226014,1,1,0.16422014538760488
760,37.981746849091685,0.25849644391999177,0,0,0.1076476155005519
761,61.35723088559362,0.1262657853479181,1,0,0.07942312046122646
762,51.9742684460886,0.588567831525097,1,0,0.4703932681824212
763,45.06941774864403,0.21392984441698176,3,1,0.33760851586668594
764,47.3538389787782,0.09040321875629452,0,0,0.04589968263075316
765,58.561217840860984,0.39496653473270166,0,0,0.15356685022541947
766,75.17004193684483,0.45746274417561744,1,1,0.2638177218999186
767,80.99467739366281,0.37117871423993803,0,0,0.1100453159616716
768,51.909779047686946,0.30612411877936796,1,0,0.18640794140274414
769,81.42264331717462,0.267662829922536,1,0,0.1179185635853102
770,29.407745428510022,0.4979170755628837,0,1,0.2967356906651932
771,27.343754923356833,0.45479828835174296,1,1,0.38577825516182773
772,57.786272646124786,0.2748353498607451,2,0,0.2470839470893454
773,44.41189048840437,0.25399468641092793,0,0,0.09852089638451383
774,32.44397557382447,0.14864902023930815,1,0,0.11964329372094075
775,47.74824181840391,0.2521989102234926,0,0,0.0942831592420504
776,60.53414747441174,0.45346603169596567,0,0,0.19003653207696722
777,46.79156505234828,0.44880509359531323,1,0,0.3258019275273599
778,39.32723142510134,0.3239296363558991,0,0,0.13978647992428794
779,63.582975758834564,0.5783861783710644,1,0,0.423910165334159
780,85.0924816113087,0.42961300267453184,2,0,0.3320412157220596
781,22.7984855694108,0.10581464099331035,1,0,0.11049729077857999
782,30.592413777527764,0.41257339773499646,1,0,0.33031589627560637
783,68.46057023035782,0.2934338680102871,2,0,0.23993347292303713
784,46.33883749474817,0.2706834713893053,1,0,0.1712512314858716
785,47.890570644080086,0.31760992356615053,0,0,0.12453599849271893
786,63.278300383784135,0.267603104584663,0,1,0.08511113680653323
787,62.63607218503851,0.12041708351041903,0,0,0.04420815560380128
788,44.8316306807747,0.19733257150109865,2,0,0.20902984013219014
789,66.38697471209379,0.47516577503096763,0,0,0.1953133152133707
790,51.418400194556824,0.21937496689609703,0,0,0.07841925057610265
791,45.718167266603785,0.33361952058247396,0,1,0.13619677154098483
792,63.897843202105044,0.0632013982463573,1,0,0.05822742209872019
793,19.764573453984177,0.3164880002653958,3,0,0.5304541361434827
794,89.5295147795871,0.4773003560857104,2,0,0.3720779946440615
795,65.58796973111755,0.22082997758044678,1,0,0.11434859977612491
796,26.296711476540747,0.3824354257928132,2,0,0.4452527530241444
797,114.95403418503906,0.5118172295097857,0,0,0.13910713087688334
798,48.436977758920115,0.18607034963644611,3,0,0.2998303066006616
799,45.496545305301694,0.32070902902165843,1,1,0.20972974569523772
800,61.4244671248889,0.5005080729668865,2,0,0.4813449496372793
801,160.0,0.19696733228845442,1,0,0.03575839565645663
802,138.51033275295592,0.4855224153632739,0,0,0.09694703573924034
803,76.34648671877606,0.30527168931286525,0,0,0.0869979372003913
804,50.64456502074714,0.36007710028447215,1,1,0.23158825231718547
805,56.04619498792752,0.19502427423232938,1,0,0.11340348955186645
806,50.85345622239806,0.6764284674737225,0,1,0.4345318246104771
807,38.301066247592445,0.07445081372099784,2,1,0.13678553745759534
808,46.938709787839905,0.16671537124679653,1,0,0.11075711731929426
809,44.420852408928035,0.10516181530165598,0,0,0.050773469252551745
810,80.36278814773408,0.13873423647976393,0,0,0.039224880502438386
811,122.75208084421261,0.2044495408580057,0,0,0.03255690346580991
812,35.074535467378674,0.14095888969568532,0,0,0.06634170691512332
813,53.17482182652535,0.33645908985594164,1,0,0.20700167397745337
814,58.63874688307503,0.306430996167547,1,0,0.1746827795994784
815,58.71705220349096,0.21386131363653288,0,0,0.070563182172574
816,48.10814729153068,0.29276777476087146,0,0,0.11184697127777973
817,56.27729538169845,0.3507000932351032,3,1,0.4620811724436384
818,160.0,0.4237049559602692,0,0,0.05807358670168227
819,86.16511456981578,0.12847764088106195,1,0,0.06080856386914879
820,36.40469461138097,0.3504757101909542,1,1,0.2545344131573878
821,32.16481321708641,0.22111535133014096,1,0,0.16183684593705305
822,42.161233977799455,0.02,1,1,0.061229910016877574
823,34.50150648308526,0.517654651704651,0,1,0.3037982308860019
824,25.319292621885772,0.31748482597262057,0,0,0.15710813536197804
825,43.103252023802455,0.41548714198439224,2,1,0.43465077554557546
826,105.57750917798892,0.1978374001954519,0,0,0.03851946623224699
827,74.50675299293133,0.5091406076203988,2,1,0.4525913147941641
828,36.36977517813224,0.2735191039346516,0,0,0.11675286535247205
829,47.038646403787624,0.1290759911725742,0,0,0.05494559417940247
830,30.18203056930014,0.4159071405242112,1,0,0.3349613310468434
831,36.28618389835595,0.4425998561128299,0,0,0.22953213646479056
832,126.25923584599163,0.486514339713409,2,1,0.28499008907814366
833,118.8436046199016,0.31431386758037105,1,0,0.09644041581860537
834,99.50946415318607,0.11735781948725643,0,0,0.028448577578204706
835,46.88374250016602,0.4575942656758523,0,0,0.21991660321090245
836,71.24338504808986,0.36838274211749394,1,0,0.1967576890932513
837,109.02049836041095,0.09131958080504832,1,0,0.039547122218827314
838,34.70224396358834,0.5022325751092486,0,1,0.28787838924853937
839,75.5578265212035,0.43679020052161444,0,0,0.1531506217991367
840,41.869554970222374,0.5493973187073387,0,0,0.31749072100321063
841,50.64801435786679,0.2566780804597177,2,0,0.24680578468656247
842,26.408538777205617,0.29508540978408,1,1,0.22784979162272806
843,96.86967470341044,0.09161746411805191,1,0,0.045534888929176835
844,30.683336562425783,0.3380050431636626,1,0,0.2562072338723388
845,47.425833804534605,0.22222727655502342,1,0,0.13914385587211914
846,45.619997498849436,0.0977847569053235,2,0,0.1396652419316445
847,84.17989755698551,0.03178633976179569,0,0,0.022807720540731203
848,76.85514288024055,0.5661290850200517,0,0,0.24883372934816447
849,95.61556274956467,0.1479175007370776,1,0,0.05967105186495212
850,91.84469284836258,0.37614469999626765,0,0,0.10005246631236296
851,70.20865990803524,0.39891438810524443,2,0,0.3390087114572837
852,39.11587437690265,0.3002839357968035,0,0,0.1269690556537366
853,60.38762302853508,0.5324520611689499,2,0,0.5227638566276692
854,71.68233262834185,0.0904634958226529,0,0,0.03469115934839822
855,62.42044553143518,0.36195881336659896,0,0,0.1287963774075039
856,42.40723844866315,0.14807732633922321,0,0,0.06308463619260422
857,21.36632529329127,0.2054932886600556,0,0,0.1024744473106323
858,87.68552109847961,0.06956809986719671,0,0,0.026127312173805907
859,89.31733059657644,0.3661991685077602,1,0,0.16327603938371332
860,75.45362919783555,0.1906206423295765,0,0,0.05262695651491606
861,67.02878323327236,0.10633942983710987,1,0,0.06824815386736163
862,32.788957287913334,0.3240745222276056,1,0,0.239047296327053
863,69.95475281569253,0.36444078138066927,0,1,0.12024191619651291
864,84.86500291309648,0.2907416686402925,1,1,0.12533837410305398
865,46.87932753250182,0.4240189230871303,2,1,0.43357961425888425
866,50.5510725318865,0.15276932511592586,1,0,0.10035195130175065
867,26.4897752245623,0.1440039950815199,0,0,0.07401034882710025
868,104.76579182219197,0.11817081441435778,1,0,0.04697750701424253
869,26.41473624203491,0.213787358111215,0,0,0.10057992441056748
870,51.51193734515528,0.06834244326380376,1,0,0.06849125402518873
871,50.56178952029481,0.25075798949435724,0,0,0.09086628744579145
872,43.37294207793209,0.2385028594153775,1,1,0.155032737495637
873,27.584650094679706,0.48279364633135824,0,0,0.28626244420103886
874,41.3808300052046,0.21937248237878726,0,0,0.08757725948319493
