repetition,beta_insulation,beta_thermal,beta_sum
482,-25.675404198887165,-19.074692130292142,-44.75009632917931
483,-27.027349044569128,-22.826233942673312,-49.85358298724244
484,-20.346987565395153,-26.348175781517284,-46.69516334691244
485,-32.44529798593777,-16.66114004012169,-49.106438026059465
486,-26.800757660420878,-19.53660849775264,-46.337366158173516
487,-32.914498172965295,-14.667329293000215,-47.58182746596551
488,-26.577793288221827,-20.481710770498292,-47.05950405872012
489,-36.071093587708134,-12.294110168714653,-48.36520375642279
490,-36.12310596931202,-11.11828794460676,-47.241393913918785
491,-23.745143678512676,-24.69225043768065,-48.437394116193325
492,-34.684025285804736,-15.022363405398252,-49.70638869120299
493,-17.752781790191946,-28.932763815585403,-46.68554560577735
494,-34.1859272182083,-13.990176315562932,-48.17610353377123
495,-54.01754133147924,5.279381716387256,-48.73815961509198
496,-26.124046075585724,-21.66421291884749,-47.788258994433214
497,-31.195518204625458,-18.72612632268308,-49.92164452730854
498,-23.60530316644608,-23.16060600361419,-46.76590917006027
499,-29.54248630032489,-18.512510112197027,-48.054996412521916
500,-42.77660779347163,-4.058452278593677,-46.8350600720653
501,-32.37168179049651,-15.47856270763097,-47.85024449812748
502,-26.241953128642344,-24.454354321026287,-50.69630744966863
503,-23.170913043427337,-24.721366655454485,-47.89227969888182
504,-36.23383956242567,-13.113628502965518,-49.34746806539119
505,-8.383038645046772,-38.1040862263624,-46.48712487140917
506,-31.29737279686837,-17.14476741608199,-48.44214021295036
507,-39.685350475611955,-9.6889778383959,-49.374328314007855
508,-36.84538498841571,-10.769041990943105,-47.61442697935881
509,-28.174784628328126,-19.885930848096244,-48.06071547642437
510,-45.4331101544836,-2.8619261772246603,-48.29503633170826
511,-45.83092059190798,-1.5009045419119431,-47.331825133819926
512,-19.360828366677424,-29.70000759693425,-49.06083596361167
513,-26.985897748793626,-20.65701147691206,-47.64290922570569
514,-35.07533551084978,-11.942510602501162,-47.01784611335094
515,-32.34304408314159,-15.699090584382105,-48.0421346675237
516,-26.215375831364042,-20.888982800244015,-47.10435863160806
517,-26.98110062121622,-18.429801947834854,-45.410902569051075
518,-8.679881474204926,-39.00605031188337,-47.6859317860883
519,-25.232342429866776,-21.34980710508784,-46.58214953495462
520,-29.221863230597563,-15.279424644722695,-44.50128787532026
521,-30.747063413101696,-16.151247401630695,-46.89831081473239
522,-17.586502743954536,-30.328084684128815,-47.91458742808335
523,-22.124248183254643,-26.236733106850526,-48.36098129010517
524,-34.24996840533314,-9.348720901236895,-43.59868930657004
525,-30.92807116576956,-18.616571899834064,-49.54464306560362
526,-40.78020399725995,-5.5489586179525965,-46.32916261521255
527,-32.89529614999833,-15.111032781869461,-48.00632893186779
528,-33.921183085748666,-14.768502198854797,-48.68968528460346
529,-36.25974417463609,-8.792977917873568,-45.052722092509654
530,-19.257357209987163,-28.801063202022505,-48.05842041200967
531,-35.67446080365522,-10.344050967884804,-46.01851177154003
532,-38.389423701174906,-9.78441792257653,-48.173841623751436
533,-42.81361592425995,-6.522428419775359,-49.33604434403531
534,-53.600563966210565,5.217895943146694,-48.38266802306387
535,-27.12636470748427,-19.757036228130243,-46.88340093561452
536,-38.65317190206475,-10.768265958866863,-49.42143786093161
537,-29.79368254471882,-16.456595593942126,-46.250278138660946
538,-41.07707611537677,-5.326175181355747,-46.40325129673252
539,-34.284298080981614,-15.732627217453166,-50.01692529843478
540,-13.314591501521228,-33.56232601117023,-46.876917512691456
541,-26.013555156195444,-23.369123568589806,-49.38267872478525
542,-29.548406623367796,-18.6914882350224,-48.2398948583902
543,-23.877299802549175,-24.782975461832088,-48.66027526438126
544,-31.201442585729378,-14.905959814700871,-46.107402400430246
545,-24.191119989005504,-25.604461457123758,-49.79558144612926
546,-30.220710243761843,-17.172627398433104,-47.39333764219495
547,-26.689606581071132,-20.803423667948927,-47.49303024902006
548,-38.44019897966786,-12.76458192663724,-51.2047809063051
549,-33.2930087519455,-14.464423764272077,-47.75743251621758
550,-30.362210573169904,-17.294333773742444,-47.65654434691235
551,-21.27311422844582,-28.844463530297418,-50.11757775874324
552,-34.97157422845153,-13.604965527669222,-48.57653975612075
553,-33.39282963218581,-17.581781037861422,-50.97461067004723
554,-25.72238938858655,-21.723048240463612,-47.44543762905016
555,-25.106113777253356,-21.329579756376425,-46.43569353362978
556,-28.38194451331436,-20.77488008055772,-49.156824593872074
557,-21.85303625304833,-27.04350663804601,-48.89654289109434
558,-43.665285738869606,-2.9045104588116644,-46.56979619768127
559,-31.524850286066023,-14.77861172310039,-46.30346200916641
560,-30.20264979703687,-18.1702540739334,-48.37290387097027
561,-34.56543546267118,-12.435632494269147,-47.00106795694033
562,-41.087170671743536,-6.55287074423196,-47.640041415975496
563,-28.571682975447033,-18.710844679331508,-47.28252765477854
564,-37.29946084551631,-10.827749816902235,-48.12721066241854
565,-17.403394373740916,-30.335508369210398,-47.73890274295131
566,-22.81513248086263,-25.52105451415335,-48.33618699501598
567,-16.86602744296665,-29.79347997862536,-46.65950742159201
568,-33.78246817574704,-14.450609153687584,-48.23307732943462
569,-26.485379094641317,-22.397942178501935,-48.88332127314325
570,-30.305609697825467,-14.625723070847556,-44.93133276867302
571,-8.65538621642376,-39.26480502628779,-47.92019124271155
572,-44.43722697145226,-3.030380951607185,-47.46760792305945
573,-11.222857351287407,-34.65597794849174,-45.87883529977915
574,-29.399872618120334,-18.23960583402493,-47.63947845214526
575,-32.57542284178312,-18.192553889672098,-50.76797673145522
576,-13.187715112141447,-35.348672719461604,-48.53638783160305
577,-35.14179117667149,-12.703766258105404,-47.84555743477689
578,-40.22769541029919,-7.451024723745341,-47.67872013404453
579,-39.463883501675,-8.105780986420264,-47.56966448809526
580,-45.49192358522349,-3.287370719447418,-48.779294304670906
581,-34.989145158688224,-12.509943082439982,-47.499088241128206
582,-18.331347009135172,-29.12712560879149,-47.45847261792666
583,-48.80050826260818,1.5915483137261077,-47.208959948882075
584,-25.01855802540229,-23.145681019864156,-48.16423904526644
585,-24.928098428669905,-21.060489654616635,-45.988588083286544
586,-34.52537983654862,-13.05592847494706,-47.58130831149568
587,-37.61741029891,-9.602576354837385,-47.219986653747384
588,-28.269963593323833,-20.463924251470168,-48.733887844794
589,-19.9631056164017,-27.587901115497147,-47.551006731898845
590,-15.041924172514769,-33.51754635791849,-48.55947053043326
591,-35.571799328436455,-9.40131515578804,-44.973114484224496
592,-18.569305871587552,-27.79861087915187,-46.367916750739425
593,-23.81564480051502,-25.344016438184084,-49.1596612386991
594,-32.7695585703887,-16.187323576536397,-48.956882146925096
595,-33.93559994788808,-13.520540398555312,-47.45614034644339
596,-28.56588897293502,-19.966099733849166,-48.53198870678419
597,-46.267548296954715,-2.32821481374026,-48.595763110694975
598,-27.570898050465637,-18.241763110783978,-45.812661161249615
599,-49.15768776520114,0.4073687626608933,-48.750319002540245
600,-44.89159215854603,-2.4685937214119527,-47.36018587995798
