event_id,timestamp,sensor_id,temperature_c,quality,payload
evt-00003281,2026-01-01T00:02:08Z,sensor-006,-8.24,good,"zone=1, batch=13"
evt-00004600,2026-01-01T00:02:08Z,sensor-006,-7.25,good,"zone=1, batch=18"
evt-00000959,2026-01-01T00:02:08Z,sensor-008,18.34,good,"zone=4, batch=3"
evt-00002068,2026-01-01T00:02:08Z,sensor-008,24.76,good,"zone=3, batch=8"
evt-00002037,2026-01-01T00:02:08Z,sensor-010,6.84,good,"zone=2, batch=8"
evt-00002658,2026-01-01T00:02:08Z,sensor-010,2.09,good,"zone=2, batch=10"
evt-00000210,2026-01-01T00:02:08Z,sensor-011,24.75,good,"zone=1, batch=0"
evt-00003675,2026-01-01T00:02:08Z,sensor-011,0.08,suspect,"zone=2, batch=14"
evt-00004589,2026-01-01T00:02:08Z,sensor-011,-8.00,good,"zone=3, batch=18"
evt-00001298,2026-01-01T00:02:08Z,sensor-012,13.34,good,"zone=1, batch=5"
evt-00001889,2026-01-01T00:02:09Z,sensor-001,17.92,good,"zone=3, batch=7"
evt-00000867,2026-01-01T00:02:09Z,sensor-004,5.64,good,"zone=2, batch=3"
evt-00003967,2026-01-01T00:02:09Z,sensor-004,0.37,good,"zone=1, batch=15"
evt-00000680,2026-01-01T00:02:09Z,sensor-005,-2.61,good,"zone=2, batch=2"
evt-00001530,2026-01-01T00:02:09Z,sensor-006,17.97,suspect,"zone=3, batch=6"
evt-00003215,2026-01-01T00:02:09Z,sensor-008,31.89,good,"zone=4, batch=12"
evt-00001377,2026-01-01T00:02:09Z,sensor-011,17.12,good,"zone=1, batch=5"
evt-00003785,2026-01-01T00:02:10Z,sensor-002,32.83,good,"zone=4, batch=15"
evt-00001363,2026-01-01T00:02:10Z,sensor-005,24.04,good,"zone=2, batch=5"
evt-00004518,2026-01-01T00:02:10Z,sensor-008,35.37,good,"zone=2, batch=18"
evt-00000603,2026-01-01T00:02:10Z,sensor-009,-8.08,good,"zone=2, batch=2"
evt-00000547,2026-01-01T00:02:10Z,sensor-010,-0.09,good,"zone=4, batch=2"
evt-00001004,2026-01-01T00:02:10Z,sensor-011,36.99,good,"zone=2, batch=4"
evt-00003012,2026-01-01T00:02:11Z,sensor-001,10.97,good,"zone=1, batch=12"
evt-00003919,2026-01-01T00:02:11Z,sensor-002,11.47,good,"zone=4, batch=15"
evt-00001666,2026-01-01T00:02:11Z,sensor-004,19.23,good,"zone=4, batch=6"
evt-00003155,2026-01-01T00:02:11Z,sensor-007,15.38,good,"zone=2, batch=12"
evt-00003588,2026-01-01T00:02:11Z,sensor-008,8.66,suspect,"zone=2, batch=14"
evt-00002126,2026-01-01T00:02:11Z,sensor-009,10.92,good,"zone=4, batch=8"
evt-00003704,2026-01-01T00:02:11Z,sensor-011,4.31,suspect,"zone=2, batch=14"
evt-00001899,2026-01-01T00:02:12Z,sensor-003,6.42,good,"zone=3, batch=7"
evt-00001474,2026-01-01T00:02:12Z,sensor-005,37.59,suspect,"zone=1, batch=5"
evt-00001891,2026-01-01T00:02:12Z,sensor-009,35.34,suspect,"zone=4, batch=7"
evt-00003630,2026-01-01T00:02:12Z,sensor-010,-10.61,good,"zone=3, batch=14"
evt-00000784,2026-01-01T00:02:13Z,sensor-001,19.39,good,"zone=3, batch=3"
evt-00003925,2026-01-01T00:02:13Z,sensor-002,-10.92,good,"zone=1, batch=15"
evt-00000555,2026-01-01T00:02:13Z,sensor-003,36.74,suspect,"zone=2, batch=2"
evt-00001287,2026-01-01T00:02:13Z,sensor-007,-2.78,suspect,"zone=1, batch=5"
evt-00000694,2026-01-01T00:02:13Z,sensor-009,14.74,suspect,"zone=2, batch=2"
evt-00004454,2026-01-01T00:02:13Z,sensor-009,4.47,suspect,"zone=3, batch=17"
evt-00000042,2026-01-01T00:02:14Z,sensor-004,9.27,good,"zone=1, batch=0"
evt-00002174,2026-01-01T00:02:14Z,sensor-008,-6.14,good,"zone=1, batch=8"
evt-00002456,2026-01-01T00:02:14Z,sensor-008,7.01,good,"zone=4, batch=9"
evt-00004718,2026-01-01T00:02:14Z,sensor-010,25.75,good,"zone=4, batch=18"
evt-00001674,2026-01-01T00:02:14Z,sensor-011,-9.63,good,"zone=2, batch=6"
evt-00003655,2026-01-01T00:02:14Z,sensor-012,10.90,good,"zone=4, batch=14"
evt-00001772,2026-01-01T00:02:15Z,sensor-011,5.80,good,"zone=4, batch=7"
evt-00000943,2026-01-01T00:02:16Z,sensor-001,8.23,good,"zone=3, batch=3"
evt-00000604,2026-01-01T00:02:16Z,sensor-002,9.96,good,"zone=4, batch=2"
evt-00002957,2026-01-01T00:02:16Z,sensor-003,-7.27,suspect,"zone=3, batch=11"
evt-00003804,2026-01-01T00:02:16Z,sensor-004,-6.78,good,"zone=2, batch=15"
evt-00003183,2026-01-01T00:02:16Z,sensor-007,-6.88,good,"zone=2, batch=12"
evt-00001275,2026-01-01T00:02:16Z,sensor-008,-1.13,good,"zone=2, batch=5"
evt-00004494,2026-01-01T00:02:16Z,sensor-009,-11.01,suspect,"zone=2, batch=17"
evt-00003109,2026-01-01T00:02:16Z,sensor-010,33.71,suspect,"zone=1, batch=12"
evt-00001150,2026-01-01T00:02:17Z,sensor-006,-1.31,good,"zone=3, batch=4"
evt-00000174,2026-01-01T00:02:17Z,sensor-007,5.25,good,"zone=3, batch=0"
evt-00004516,2026-01-01T00:02:17Z,sensor-008,8.78,suspect,"zone=2, batch=18"
evt-00003714,2026-01-01T00:02:17Z,sensor-009,-6.45,good,"zone=2, batch=14"
evt-00003976,2026-01-01T00:02:17Z,sensor-009,17.46,good,"zone=2, batch=15"
evt-00002441,2026-01-01T00:02:17Z,sensor-012,-6.81,good,"zone=2, batch=9"
evt-00002622,2026-01-01T00:02:18Z,sensor-001,8.72,good,"zone=2, batch=10"
evt-00003043,2026-01-01T00:02:18Z,sensor-001,-10.26,suspect,"zone=2, batch=12"
evt-00000847,2026-01-01T00:02:18Z,sensor-004,34.67,suspect,"zone=2, batch=3"
evt-00001515,2026-01-01T00:02:18Z,sensor-004,31.04,suspect,"zone=1, batch=6"
evt-00002021,2026-01-01T00:02:18Z,sensor-005,37.92,good,"zone=4, batch=8"
evt-00004822,2026-01-01T00:02:18Z,sensor-005,-8.53,suspect,"zone=2, batch=19"
evt-00001828,2026-01-01T00:02:18Z,sensor-006,-6.00,good,"zone=4, batch=7"
evt-00000733,2026-01-01T00:02:18Z,sensor-011,29.46,good,"zone=2, batch=2"
evt-00001863,2026-01-01T00:02:19Z,sensor-002,28.88,good,"zone=3, batch=7"
evt-00000978,2026-01-01T00:02:19Z,sensor-004,-2.48,good,"zone=3, batch=3"
evt-00002899,2026-01-01T00:02:19Z,sensor-007,-6.43,suspect,"zone=2, batch=11"
evt-00001632,2026-01-01T00:02:19Z,sensor-010,1.44,suspect,"zone=1, batch=6"
evt-00000752,2026-01-01T00:02:20Z,sensor-001,22.56,good,"zone=3, batch=3"
evt-00002319,2026-01-01T00:02:20Z,sensor-003,-5.84,good,"zone=3, batch=9"
evt-00003559,2026-01-01T00:02:20Z,sensor-005,5.58,suspect,"zone=2, batch=14"
evt-00004828,2026-01-01T00:02:20Z,sensor-005,3.67,good,"zone=4, batch=19"
evt-00003961,2026-01-01T00:02:20Z,sensor-006,29.47,good,"zone=3, batch=15"
evt-00000897,2026-01-01T00:02:21Z,sensor-006,-11.01,suspect,"zone=1, batch=3"
evt-00002316,2026-01-01T00:02:21Z,sensor-006,36.72,good,"zone=2, batch=9"
evt-00000488,2026-01-01T00:02:21Z,sensor-009,18.58,good,"zone=3, batch=1"
evt-00002504,2026-01-01T00:02:21Z,sensor-009,21.11,good,"zone=3, batch=10"
evt-00002554,2026-01-01T00:02:22Z,sensor-001,-11.80,suspect,"zone=1, batch=10"
evt-00002928,2026-01-01T00:02:22Z,sensor-005,23.65,good,"zone=1, batch=11"
evt-00002951,2026-01-01T00:02:22Z,sensor-005,18.55,good,"zone=2, batch=11"
evt-00004374,2026-01-01T00:02:22Z,sensor-008,8.50,suspect,"zone=2, batch=17"
evt-00000270,2026-01-01T00:02:22Z,sensor-009,12.50,good,"zone=1, batch=1"
evt-00001001,2026-01-01T00:02:22Z,sensor-010,3.08,good,"zone=3, batch=4"
evt-00003825,2026-01-01T00:02:22Z,sensor-011,-2.83,suspect,"zone=1, batch=15"
evt-00000818,2026-01-01T00:02:22Z,sensor-012,36.73,good,"zone=4, batch=3"
evt-00003916,2026-01-01T00:02:23Z,sensor-004,27.16,good,"zone=4, batch=15"
evt-00004713,2026-01-01T00:02:23Z,sensor-004,23.37,good,"zone=3, batch=18"
evt-00000219,2026-01-01T00:02:23Z,sensor-007,-9.02,suspect,"zone=1, batch=0"
evt-00000908,2026-01-01T00:02:24Z,sensor-001,4.18,suspect,"zone=1, batch=3"
evt-00002807,2026-01-01T00:02:24Z,sensor-002,6.96,suspect,"zone=2, batch=11"
evt-00004477,2026-01-01T00:02:24Z,sensor-004,1.48,good,"zone=3, batch=17"
evt-00001165,2026-01-01T00:02:24Z,sensor-006,18.72,good,"zone=3, batch=4"
evt-00004789,2026-01-01T00:02:24Z,sensor-008,-3.77,good,"zone=2, batch=19"
evt-00000696,2026-01-01T00:02:24Z,sensor-009,29.03,good,"zone=1, batch=2"
evt-00002403,2026-01-01T00:02:24Z,sensor-012,6.75,suspect,"zone=3, batch=9"
evt-00001233,2026-01-01T00:02:25Z,sensor-001,-3.27,good,"zone=2, batch=4"
evt-00001243,2026-01-01T00:02:25Z,sensor-008,-6.36,good,"zone=4, batch=4"
evt-00004592,2026-01-01T00:02:25Z,sensor-009,36.25,good,"zone=1, batch=18"
evt-00000046,2026-01-01T00:02:25Z,sensor-011,-10.65,suspect,"zone=4, batch=0"
evt-00002728,2026-01-01T00:02:26Z,sensor-001,-8.71,good,"zone=2, batch=10"
evt-00002209,2026-01-01T00:02:26Z,sensor-002,20.20,good,"zone=4, batch=8"
evt-00000220,2026-01-01T00:02:26Z,sensor-003,3.32,suspect,"zone=2, batch=0"
evt-00000984,2026-01-01T00:02:26Z,sensor-004,31.99,good,"zone=3, batch=3"
evt-00004591,2026-01-01T00:02:26Z,sensor-005,14.92,good,"zone=2, batch=18"
evt-00003124,2026-01-01T00:02:26Z,sensor-012,36.51,good,"zone=2, batch=12"
evt-00003527,2026-01-01T00:02:27Z,sensor-001,25.09,good,"zone=2, batch=14"
evt-00003681,2026-01-01T00:02:27Z,sensor-002,5.30,good,"zone=1, batch=14"
evt-00004314,2026-01-01T00:02:27Z,sensor-004,-6.98,suspect,"zone=3, batch=17"
evt-00002684,2026-01-01T00:02:27Z,sensor-005,-4.66,good,"zone=3, batch=10"
evt-00001076,2026-01-01T00:02:27Z,sensor-006,27.72,good,"zone=3, batch=4"
evt-00001282,2026-01-01T00:02:27Z,sensor-006,-0.82,suspect,"zone=2, batch=5"
evt-00004092,2026-01-01T00:02:27Z,sensor-006,18.40,good,"zone=2, batch=16"
evt-00001421,2026-01-01T00:02:27Z,sensor-011,0.86,good,"zone=2, batch=5"
evt-00002294,2026-01-01T00:02:27Z,sensor-012,-1.04,suspect,"zone=2, batch=9"
evt-00001378,2026-01-01T00:02:28Z,sensor-001,35.70,suspect,"zone=2, batch=5"
evt-00002034,2026-01-01T00:02:28Z,sensor-004,24.95,suspect,"zone=1, batch=8"
evt-00003580,2026-01-01T00:02:28Z,sensor-006,13.82,good,"zone=3, batch=14"
evt-00002904,2026-01-01T00:02:28Z,sensor-007,19.78,good,"zone=1, batch=11"
evt-00002154,2026-01-01T00:02:28Z,sensor-010,17.20,good,"zone=2, batch=8"
evt-00001445,2026-01-01T00:02:28Z,sensor-011,24.55,suspect,"zone=4, batch=5"
evt-00003387,2026-01-01T00:02:29Z,sensor-003,-7.87,good,"zone=4, batch=13"
evt-00002478,2026-01-01T00:02:29Z,sensor-006,-7.38,good,"zone=4, batch=9"
evt-00001053,2026-01-01T00:02:29Z,sensor-011,11.63,suspect,"zone=2, batch=4"
evt-00003074,2026-01-01T00:02:30Z,sensor-001,29.33,good,"zone=2, batch=12"
evt-00001142,2026-01-01T00:02:30Z,sensor-012,36.81,suspect,"zone=2, batch=4"
evt-00000373,2026-01-01T00:02:31Z,sensor-001,4.12,good,"zone=3, batch=1"
evt-00004946,2026-01-01T00:02:31Z,sensor-003,-1.49,suspect,"zone=1, batch=19"
evt-00002124,2026-01-01T00:02:31Z,sensor-004,11.50,good,"zone=1, batch=8"
evt-00003775,2026-01-01T00:02:31Z,sensor-006,10.08,good,"zone=1, batch=15"
evt-00002473,2026-01-01T00:02:31Z,sensor-012,-9.12,good,"zone=1, batch=9"
evt-00002769,2026-01-01T00:02:32Z,sensor-003,29.32,good,"zone=2, batch=11"
evt-00002837,2026-01-01T00:02:32Z,sensor-006,14.58,suspect,"zone=3, batch=11"
evt-00004620,2026-01-01T00:02:32Z,sensor-006,36.97,suspect,"zone=2, batch=18"
evt-00003397,2026-01-01T00:02:32Z,sensor-007,5.97,good,"zone=3, batch=13"
evt-00000363,2026-01-01T00:02:32Z,sensor-010,17.40,good,"zone=4, batch=1"
evt-00003537,2026-01-01T00:02:32Z,sensor-012,-4.20,good,"zone=4, batch=14"
evt-00001904,2026-01-01T00:02:33Z,sensor-003,-10.14,suspect,"zone=1, batch=7"
evt-00004273,2026-01-01T00:02:33Z,sensor-004,6.55,suspect,"zone=4, batch=17"
evt-00000772,2026-01-01T00:02:33Z,sensor-007,-4.51,good,"zone=2, batch=3"
evt-00001642,2026-01-01T00:02:33Z,sensor-008,6.35,good,"zone=3, batch=6"
evt-00000614,2026-01-01T00:02:33Z,sensor-009,10.26,suspect,"zone=2, batch=2"
evt-00004694,2026-01-01T00:02:33Z,sensor-011,27.41,good,"zone=2, batch=18"
evt-00004791,2026-01-01T00:02:33Z,sensor-011,7.00,good,"zone=1, batch=19"
evt-00003019,2026-01-01T00:02:33Z,sensor-012,5.09,good,"zone=1, batch=12"
evt-00003221,2026-01-01T00:02:33Z,sensor-012,18.66,good,"zone=4, batch=12"
evt-00004023,2026-01-01T00:02:34Z,sensor-003,2.83,suspect,"zone=4, batch=16"
evt-00004328,2026-01-01T00:02:34Z,sensor-005,-2.94,good,"zone=2, batch=17"
evt-00003949,2026-01-01T00:02:34Z,sensor-006,23.23,good,"zone=1, batch=15"
evt-00002299,2026-01-01T00:02:34Z,sensor-011,37.28,good,"zone=1, batch=9"
evt-00002785,2026-01-01T00:02:35Z,sensor-003,-10.98,good,"zone=1, batch=11"
evt-00002027,2026-01-01T00:02:35Z,sensor-004,5.71,good,"zone=3, batch=8"
evt-00003742,2026-01-01T00:02:35Z,sensor-005,17.70,suspect,"zone=3, batch=14"
evt-00000826,2026-01-01T00:02:35Z,sensor-006,20.18,good,"zone=2, batch=3"
evt-00001584,2026-01-01T00:02:35Z,sensor-009,2.10,good,"zone=4, batch=6"
evt-00004418,2026-01-01T00:02:36Z,sensor-001,-2.45,suspect,"zone=2, batch=17"
evt-00001307,2026-01-01T00:02:36Z,sensor-003,-8.45,good,"zone=2, batch=5"
evt-00003490,2026-01-01T00:02:36Z,sensor-005,11.35,suspect,"zone=2, batch=13"
evt-00001056,2026-01-01T00:02:36Z,sensor-008,-8.89,good,"zone=2, batch=4"
evt-00004568,2026-01-01T00:02:36Z,sensor-009,12.03,good,"zone=4, batch=18"
evt-00002716,2026-01-01T00:02:36Z,sensor-011,36.70,suspect,"zone=1, batch=10"
evt-00002324,2026-01-01T00:02:37Z,sensor-003,-1.69,good,"zone=4, batch=9"
evt-00001335,2026-01-01T00:02:37Z,sensor-004,-10.11,good,"zone=4, batch=5"
evt-00001157,2026-01-01T00:02:37Z,sensor-005,21.23,good,"zone=1, batch=4"
evt-00001821,2026-01-01T00:02:37Z,sensor-007,-10.64,good,"zone=3, batch=7"
evt-00002631,2026-01-01T00:02:37Z,sensor-012,-8.43,good,"zone=3, batch=10"
evt-00003331,2026-01-01T00:02:37Z,sensor-012,4.97,good,"zone=3, batch=13"
evt-00000651,2026-01-01T00:02:38Z,sensor-001,0.96,good,"zone=4, batch=2"
evt-00001525,2026-01-01T00:02:38Z,sensor-003,21.74,good,"zone=2, batch=6"
evt-00004184,2026-01-01T00:02:38Z,sensor-004,29.45,good,"zone=1, batch=16"
evt-00000116,2026-01-01T00:02:38Z,sensor-007,31.12,good,"zone=3, batch=0"
evt-00003791,2026-01-01T00:02:38Z,sensor-010,-8.73,suspect,"zone=4, batch=15"
evt-00004061,2026-01-01T00:02:39Z,sensor-002,29.18,good,"zone=3, batch=16"
evt-00001294,2026-01-01T00:02:39Z,sensor-004,33.03,suspect,"zone=4, batch=5"
evt-00004271,2026-01-01T00:02:39Z,sensor-005,37.42,suspect,"zone=4, batch=17"
evt-00002111,2026-01-01T00:02:39Z,sensor-009,29.67,suspect,"zone=2, batch=8"
evt-00003706,2026-01-01T00:02:40Z,sensor-002,-8.53,good,"zone=1, batch=14"
evt-00002240,2026-01-01T00:02:40Z,sensor-004,-4.35,good,"zone=3, batch=8"
evt-00003905,2026-01-01T00:02:40Z,sensor-004,18.88,good,"zone=2, batch=15"
evt-00004085,2026-01-01T00:02:40Z,sensor-004,7.68,good,"zone=1, batch=16"
evt-00004055,2026-01-01T00:02:40Z,sensor-005,17.50,good,"zone=3, batch=16"
evt-00000017,2026-01-01T00:02:40Z,sensor-006,-7.00,good,"zone=2, batch=0"
evt-00000432,2026-01-01T00:02:40Z,sensor-010,15.56,suspect,"zone=3, batch=1"
evt-00002715,2026-01-01T00:02:40Z,sensor-010,35.35,good,"zone=4, batch=10"
evt-00001170,2026-01-01T00:02:40Z,sensor-012,3.99,good,"zone=1, batch=4"
evt-00001741,2026-01-01T00:02:41Z,sensor-001,28.25,good,"zone=4, batch=6"
evt-00002723,2026-01-01T00:02:41Z,sensor-003,16.99,good,"zone=2, batch=10"
evt-00004527,2026-01-01T00:02:41Z,sensor-004,17.30,good,"zone=1, batch=18"
evt-00001864,2026-01-01T00:02:41Z,sensor-005,19.42,good,"zone=4, batch=7"
evt-00002141,2026-01-01T00:02:41Z,sensor-005,-0.32,good,"zone=1, batch=8"
evt-00002370,2026-01-01T00:02:41Z,sensor-006,19.23,good,"zone=3, batch=9"
evt-00001703,2026-01-01T00:02:41Z,sensor-010,1.69,good,"zone=3, batch=6"
evt-00001180,2026-01-01T00:02:42Z,sensor-002,30.10,good,"zone=3, batch=4"
evt-00000740,2026-01-01T00:02:42Z,sensor-005,-4.62,good,"zone=2, batch=2"
evt-00000124,2026-01-01T00:02:42Z,sensor-007,3.97,good,"zone=1, batch=0"
evt-00000459,2026-01-01T00:02:42Z,sensor-008,0.13,good,"zone=4, batch=1"
evt-00003945,2026-01-01T00:02:42Z,sensor-011,36.46,good,"zone=3, batch=15"
evt-00004598,2026-01-01T00:02:43Z,sensor-005,27.79,good,"zone=3, batch=18"
evt-00000321,2026-01-01T00:02:43Z,sensor-009,19.08,good,"zone=2, batch=1"
evt-00004331,2026-01-01T00:02:43Z,sensor-009,9.13,good,"zone=3, batch=17"
evt-00001721,2026-01-01T00:02:43Z,sensor-010,25.26,suspect,"zone=4, batch=6"
evt-00001844,2026-01-01T00:02:43Z,sensor-010,21.20,good,"zone=1, batch=7"
evt-00001764,2026-01-01T00:02:43Z,sensor-011,-0.40,good,"zone=4, batch=7"
evt-00000209,2026-01-01T00:02:44Z,sensor-003,5.30,good,"zone=3, batch=0"
evt-00002070,2026-01-01T00:02:44Z,sensor-004,14.94,good,"zone=4, batch=8"
evt-00000336,2026-01-01T00:02:44Z,sensor-005,19.87,good,"zone=4, batch=1"
evt-00004241,2026-01-01T00:02:44Z,sensor-005,21.80,good,"zone=1, batch=16"
evt-00004329,2026-01-01T00:02:44Z,sensor-005,27.08,suspect,"zone=4, batch=17"
evt-00004457,2026-01-01T00:02:44Z,sensor-010,23.17,good,"zone=1, batch=17"
evt-00001402,2026-01-01T00:02:44Z,sensor-011,36.01,good,"zone=4, batch=5"
evt-00003888,2026-01-01T00:02:44Z,sensor-012,-1.68,suspect,"zone=2, batch=15"
evt-00000406,2026-01-01T00:02:45Z,sensor-005,7.71,good,"zone=4, batch=1"
evt-00004780,2026-01-01T00:02:45Z,sensor-008,-10.45,suspect,"zone=1, batch=19"
evt-00001116,2026-01-01T00:02:46Z,sensor-005,27.65,good,"zone=4, batch=4"
evt-00001464,2026-01-01T00:02:46Z,sensor-009,-4.68,suspect,"zone=4, batch=5"
evt-00000605,2026-01-01T00:02:46Z,sensor-011,6.76,good,"zone=3, batch=2"
evt-00004403,2026-01-01T00:02:46Z,sensor-012,-5.00,suspect,"zone=2, batch=17"
evt-00002330,2026-01-01T00:02:47Z,sensor-002,-4.98,good,"zone=4, batch=9"
evt-00001368,2026-01-01T00:02:47Z,sensor-003,10.57,good,"zone=3, batch=5"
evt-00001250,2026-01-01T00:02:47Z,sensor-004,17.60,suspect,"zone=4, batch=5"
evt-00001044,2026-01-01T00:02:48Z,sensor-001,14.37,good,"zone=2, batch=4"
evt-00000023,2026-01-01T00:02:48Z,sensor-007,-1.07,good,"zone=3, batch=0"
evt-00002314,2026-01-01T00:02:48Z,sensor-008,0.00,good,"zone=4, batch=9"
evt-00000816,2026-01-01T00:02:48Z,sensor-009,-9.79,good,"zone=1, batch=3"
evt-00001754,2026-01-01T00:02:48Z,sensor-010,27.74,suspect,"zone=1, batch=7"
evt-00003803,2026-01-01T00:02:49Z,sensor-003,37.62,suspect,"zone=2, batch=15"
evt-00002671,2026-01-01T00:02:49Z,sensor-006,36.49,good,"zone=4, batch=10"
evt-00000104,2026-01-01T00:02:49Z,sensor-007,13.16,good,"zone=2, batch=0"
evt-00001209,2026-01-01T00:02:50Z,sensor-002,30.97,good,"zone=2, batch=4"
evt-00004909,2026-01-01T00:02:50Z,sensor-003,-11.66,good,"zone=4, batch=19"
evt-00003509,2026-01-01T00:02:50Z,sensor-004,4.50,good,"zone=4, batch=14"
evt-00002204,2026-01-01T00:02:50Z,sensor-005,9.62,good,"zone=4, batch=8"
evt-00000828,2026-01-01T00:02:50Z,sensor-006,-1.90,good,"zone=1, batch=3"
evt-00001611,2026-01-01T00:02:50Z,sensor-009,14.09,good,"zone=1, batch=6"
evt-00004276,2026-01-01T00:02:50Z,sensor-010,1.35,good,"zone=1, batch=17"
evt-00000956,2026-01-01T00:02:50Z,sensor-012,5.84,suspect,"zone=4, batch=3"
evt-00002276,2026-01-01T00:02:51Z,sensor-001,20.95,good,"zone=3, batch=9"
evt-00002835,2026-01-01T00:02:51Z,sensor-001,18.80,good,"zone=4, batch=11"
evt-00001923,2026-01-01T00:02:51Z,sensor-002,11.01,suspect,"zone=2, batch=7"
evt-00003476,2026-01-01T00:02:51Z,sensor-005,9.66,good,"zone=4, batch=13"
evt-00002121,2026-01-01T00:02:51Z,sensor-006,-10.71,good,"zone=1, batch=8"
evt-00000531,2026-01-01T00:02:51Z,sensor-008,-10.95,good,"zone=3, batch=2"
evt-00002278,2026-01-01T00:02:51Z,sensor-008,7.58,good,"zone=3, batch=9"
evt-00000996,2026-01-01T00:02:51Z,sensor-012,34.93,good,"zone=4, batch=3"
evt-00001057,2026-01-01T00:02:51Z,sensor-012,19.43,good,"zone=1, batch=4"
evt-00001129,2026-01-01T00:02:52Z,sensor-002,7.94,good,"zone=2, batch=4"
evt-00003470,2026-01-01T00:02:52Z,sensor-003,-7.53,good,"zone=3, batch=13"
evt-00002852,2026-01-01T00:02:52Z,sensor-005,-1.29,suspect,"zone=4, batch=11"
evt-00004895,2026-01-01T00:02:52Z,sensor-011,20.64,suspect,"zone=1, batch=19"
evt-00003578,2026-01-01T00:02:53Z,sensor-001,5.78,suspect,"zone=4, batch=14"
evt-00004250,2026-01-01T00:02:53Z,sensor-003,28.97,good,"zone=4, batch=17"
evt-00000935,2026-01-01T00:02:53Z,sensor-006,-7.91,good,"zone=3, batch=3"
evt-00001171,2026-01-01T00:02:53Z,sensor-006,8.07,good,"zone=1, batch=4"
evt-00003728,2026-01-01T00:02:53Z,sensor-010,13.58,good,"zone=3, batch=14"
evt-00002005,2026-01-01T00:02:53Z,sensor-012,4.69,good,"zone=3, batch=8"
evt-00002666,2026-01-01T00:02:53Z,sensor-012,4.01,good,"zone=4, batch=10"
evt-00000468,2026-01-01T00:02:54Z,sensor-001,36.64,good,"zone=1, batch=1"
evt-00003308,2026-01-01T00:02:54Z,sensor-001,-6.19,good,"zone=3, batch=13"
evt-00001839,2026-01-01T00:02:54Z,sensor-006,21.01,good,"zone=1, batch=7"
evt-00002762,2026-01-01T00:02:54Z,sensor-006,26.55,suspect,"zone=1, batch=11"
evt-00004601,2026-01-01T00:02:54Z,sensor-008,13.79,suspect,"zone=2, batch=18"
evt-00004848,2026-01-01T00:02:54Z,sensor-008,-11.94,good,"zone=4, batch=19"
evt-00001546,2026-01-01T00:02:54Z,sensor-010,10.04,good,"zone=4, batch=6"
evt-00002555,2026-01-01T00:02:54Z,sensor-012,34.84,good,"zone=3, batch=10"
evt-00004610,2026-01-01T00:02:54Z,sensor-012,31.98,good,"zone=4, batch=18"
evt-00001960,2026-01-01T00:02:55Z,sensor-002,10.55,suspect,"zone=3, batch=7"
evt-00001628,2026-01-01T00:02:55Z,sensor-003,37.87,good,"zone=2, batch=6"
evt-00003500,2026-01-01T00:02:55Z,sensor-003,35.60,good,"zone=4, batch=14"
evt-00004696,2026-01-01T00:02:55Z,sensor-003,29.44,good,"zone=4, batch=18"
evt-00001399,2026-01-01T00:02:55Z,sensor-005,-2.26,good,"zone=3, batch=5"
evt-00002579,2026-01-01T00:02:55Z,sensor-006,-1.42,good,"zone=3, batch=10"
evt-00002225,2026-01-01T00:02:55Z,sensor-008,-9.81,good,"zone=2, batch=8"
evt-00000175,2026-01-01T00:02:55Z,sensor-009,-5.57,good,"zone=2, batch=0"
evt-00001073,2026-01-01T00:02:56Z,sensor-002,2.98,good,"zone=1, batch=4"
evt-00001961,2026-01-01T00:02:56Z,sensor-003,23.17,suspect,"zone=2, batch=7"
evt-00004320,2026-01-01T00:02:56Z,sensor-003,29.49,suspect,"zone=2, batch=17"
evt-00000510,2026-01-01T00:02:56Z,sensor-010,22.42,good,"zone=3, batch=2"
evt-00003047,2026-01-01T00:02:56Z,sensor-011,29.34,good,"zone=2, batch=12"
evt-00002117,2026-01-01T00:02:57Z,sensor-001,22.11,good,"zone=3, batch=8"
evt-00001560,2026-01-01T00:02:57Z,sensor-002,0.70,good,"zone=1, batch=6"
evt-00003776,2026-01-01T00:02:57Z,sensor-004,20.46,good,"zone=3, batch=15"
evt-00004484,2026-01-01T00:02:57Z,sensor-006,1.11,suspect,"zone=3, batch=17"
evt-00002587,2026-01-01T00:02:57Z,sensor-008,25.27,good,"zone=3, batch=10"
evt-00002190,2026-01-01T00:02:57Z,sensor-010,-4.51,good,"zone=4, batch=8"
evt-00001852,2026-01-01T00:02:58Z,sensor-001,22.70,good,"zone=1, batch=7"
evt-00002878,2026-01-01T00:02:58Z,sensor-001,-0.62,good,"zone=3, batch=11"
evt-00003996,2026-01-01T00:02:58Z,sensor-001,-7.95,good,"zone=2, batch=15"
evt-00004999,2026-01-01T00:02:58Z,sensor-003,30.84,good,"zone=2, batch=19"
evt-00003190,2026-01-01T00:02:58Z,sensor-009,18.63,good,"zone=2, batch=12"
evt-00004192,2026-01-01T00:02:58Z,sensor-010,28.35,good,"zone=3, batch=16"
evt-00004446,2026-01-01T00:02:59Z,sensor-004,37.62,suspect,"zone=2, batch=17"
evt-00004685,2026-01-01T00:02:59Z,sensor-007,-3.96,suspect,"zone=1, batch=18"
evt-00001993,2026-01-01T00:02:59Z,sensor-008,19.21,good,"zone=2, batch=7"
evt-00003979,2026-01-01T00:03:00Z,sensor-002,19.69,good,"zone=1, batch=15"
