learner_id,study_hours_per_week,completed,oracle_completion_probability
663,6.355297813145065,0,0.1458881480742734
664,14.931164185724464,1,0.872183099108482
665,10.938278729818844,1,0.5506902199899868
666,15.5687450198011,1,0.899759964645341
667,9.998246428004833,0,0.44997937331326066
668,3.9655921026338956,0,0.05760607173250516
669,6.652635246750778,1,0.162551234649879
670,5.088417561978399,0,0.09013559392755387
671,2.5071205689969576,0,0.03161683357144184
672,8.22633433399686,1,0.2763426878509145
673,7.029258821199677,0,0.18581762499842233
674,18.831800317239818,1,0.9733427244127242
675,5.348872965846727,0,0.09975186983644664
676,19.284770958408632,1,0.9779565882878897
677,15.792697148845006,0,0.9081172150801898
678,10.27256059502321,0,0.4793120817347742
679,20.705203851701814,1,0.9879102952524693
680,14.925179835992719,1,0.871895956747394
681,3.270763878534168,0,0.04337320313953963
682,12.565178862786757,1,0.7115711363619147
683,1.8576202832837523,0,0.02409823620514488
684,1.5654285068114098,0,0.021313603247059564
685,9.546220108680656,1,0.4024840875161752
686,13.761212293374424,1,0.804918135083625
687,7.4340079706081585,0,0.21359729378483028
688,6.180818093508997,0,0.13678561648764795
689,11.97907412735876,1,0.6572361973339209
690,4.182767083913823,0,0.06289019736249174
691,10.246853266238414,1,0.47655393379562866
692,19.648194428952667,1,0.981085366695467
693,8.609051577991137,0,0.31043041963592943
694,15.120576660487728,0,0.8809909658510235
695,3.56111563202416,0,0.04885915983205409
696,8.341828313839557,0,0.28638351153693636
697,18.28453697792506,1,0.9665069618353003
698,14.899958048797794,1,0.8706797070571107
699,7.704511005533355,0,0.23378511679391065
700,7.321307203401355,1,0.20557005965642156
